Success,Completion Steps,Wall Time (s),max_steps,boundary,clusters,flyover_on_collect,N,spawn_type,seed,success_radius
True,863.0,17.102722800002084,2000,none,3,True,250,circle,5,63.245553203367585
True,860.0,14.349970000010217,2000,none,3,True,250,circle,6,63.245553203367585
True,766.0,12.77152589999605,2000,none,3,True,250,circle,7,63.245553203367585
True,821.0,13.809731900008046,2000,none,3,True,250,circle,8,63.245553203367585
True,549.0,9.545594499999424,2000,none,3,True,250,circle,9,63.245553203367585
True,203.0,3.4584367999923415,2000,none,3,False,300,uniform,0,69.2820323027551
True,270.0,4.39438379999774,2000,none,3,False,300,uniform,1,69.2820323027551
True,299.0,4.845539199988707,2000,none,3,False,300,uniform,2,69.2820323027551
False,,31.01932219999435,2000,none,3,False,300,uniform,3,69.2820323027551
True,332.0,5.194270199994207,2000,none,3,False,300,uniform,4,69.2820323027551
True,365.0,5.454094900007476,2000,none,3,False,300,uniform,5,69.2820323027551
True,344.0,5.392752100000507,2000,none,3,False,300,uniform,6,69.2820323027551
True,882.0,14.435448799995356,2000,none,3,False,300,uniform,7,69.2820323027551
True,875.0,14.171742600010475,2000,none,3,False,300,uniform,8,69.2820323027551
True,491.0,7.921332300000358,2000,none,3,False,300,uniform,9,69.2820323027551
True,550.0,9.951015700004064,2000,none,3,True,300,uniform,0,69.2820323027551
True,383.0,6.7579660000046715,2000,none,3,True,300,uniform,1,69.2820323027551
True,641.0,10.995691899996018,2000,none,3,True,300,uniform,2,69.2820323027551
True,525.0,9.918597800002317,2000,none,3,True,300,uniform,3,69.2820323027551
True,248.0,4.515511299992795,2000,none,3,True,300,uniform,4,69.2820323027551
True,728.0,11.894951300011599,2000,none,3,True,300,uniform,5,69.2820323027551
True,430.0,7.460579399994458,2000,none,3,True,300,uniform,6,69.2820323027551
True,386.0,6.698312500011525,2000,none,3,True,300,uniform,7,69.2820323027551
True,416.0,7.503538699995261,2000,none,3,True,300,uniform,8,69.2820323027551
True,558.0,9.90365209999436,2000,none,3,True,300,uniform,9,69.2820323027551
True,713.0,12.877898799997638,2000,none,3,False,300,circle,0,69.2820323027551
True,654.0,11.081833000003826,2000,none,3,False,300,circle,1,69.2820323027551
True,939.0,15.51095689999056,2000,none,3,False,300,circle,2,69.2820323027551
False,,32.37889800000994,2000,none,3,False,300,circle,3,69.2820323027551
True,604.0,11.378856299998006,2000,none,3,False,300,circle,4,69.2820323027551
True,1333.0,22.183853399998043,2000,none,3,False,300,circle,5,69.2820323027551
True,752.0,12.871881999992183,2000,none,3,False,300,circle,6,69.2820323027551
True,651.0,11.122689000010723,2000,none,3,False,300,circle,7,69.2820323027551
True,732.0,12.29831589999958,2000,none,3,False,300,circle,8,69.2820323027551
True,591.0,10.604040699996403,2000,none,3,False,300,circle,9,69.2820323027551
True,612.0,10.361482699998305,2000,none,3,True,300,circle,0,69.2820323027551
True,658.0,12.032206400006544,2000,none,3,True,300,circle,1,69.2820323027551
True,776.0,14.531565900004352,2000,none,3,True,300,circle,2,69.2820323027551
True,914.0,16.034834899997804,2000,none,3,True,300,circle,3,69.2820323027551
True,1175.0,21.090084800001932,2000,none,3,True,300,circle,4,69.2820323027551
True,870.0,15.773761699994793,2000,none,3,True,300,circle,5,69.2820323027551
True,992.0,17.575337000002037,2000,none,3,True,300,circle,6,69.2820323027551
True,754.0,13.657941999990726,2000,none,3,True,300,circle,7,69.2820323027551
True,1076.0,19.36096139998699,2000,none,3,True,300,circle,8,69.2820323027551
True,802.0,14.739836299995659,2000,none,3,True,300,circle,9,69.2820323027551
