Success,Completion Steps,Wall Time (s),Drone Count,max_steps,boundary,clusters,drone_xy,k_nn,conditionally_apply_repulsion,N,spawn_type,seed,success_radius
False,,4.086263167002471,1,2000,none,3,[[0 0]],27,False,120,uniform,0,43.81780460041329
False,,3.2387556250032503,1,2000,none,3,[[0 0]],28,False,120,uniform,0,43.81780460041329
False,,2.8346941669879016,1,2000,none,3,[[0 0]],29,False,120,uniform,0,43.81780460041329
False,,4.2260788330168,1,2000,none,3,[[0 0]],30,False,120,uniform,0,43.81780460041329
False,,2.9090602500073146,1,2000,none,3,[[0 0]],31,False,120,uniform,0,43.81780460041329
False,,3.2778840409882832,1,2000,none,3,[[0 0]],32,False,120,uniform,0,43.81780460041329
False,,3.5543002499907743,1,2000,none,3,[[0 0]],33,False,120,uniform,0,43.81780460041329
False,,4.711298083013389,1,2000,none,3,[[0 0]],34,False,120,uniform,0,43.81780460041329
False,,3.5194626250013243,1,2000,none,3,[[0 0]],35,False,120,uniform,0,43.81780460041329
True,1673.0,4.2959919160057325,1,2000,none,3,[[0 0]],36,False,120,uniform,0,43.81780460041329
True,1283.0,2.9136878340214025,1,2000,none,3,[[0 0]],37,False,120,uniform,0,43.81780460041329
False,,3.7913149170053657,1,2000,none,3,[[0 0]],38,False,120,uniform,0,43.81780460041329
False,,4.156687291979324,1,2000,none,3,[[0 0]],39,False,120,uniform,0,43.81780460041329
False,,5.190258665999863,1,2000,none,3,[[0 0]],40,False,120,uniform,0,43.81780460041329
False,,3.783014666987583,1,2000,none,3,[[0 0]],41,False,120,uniform,0,43.81780460041329
False,,3.0268159580009524,1,2000,none,3,[[0 0]],42,False,120,uniform,0,43.81780460041329
False,,4.787110790988663,1,2000,none,3,[[0 0]],43,False,120,uniform,0,43.81780460041329
True,1145.0,2.8555699170101434,1,2000,none,3,[[0 0]],44,False,120,uniform,0,43.81780460041329
False,,3.615953250002349,1,2000,none,3,[[0 0]],45,False,120,uniform,0,43.81780460041329
False,,3.899194833007641,1,2000,none,3,[[0 0]],46,False,120,uniform,0,43.81780460041329
True,1196.0,2.8320777080080006,1,2000,none,3,[[0 0]],47,False,120,uniform,0,43.81780460041329
False,,5.253322749980725,1,2000,none,3,[[0 0]],48,False,120,uniform,0,43.81780460041329
True,983.0,2.5558424170012586,1,2000,none,3,[[0 0]],49,False,120,uniform,0,43.81780460041329
True,1154.0,2.856846584007144,1,2000,none,3,[[0 0]],50,False,120,uniform,0,43.81780460041329
True,1069.0,3.034554916986963,1,2000,none,3,[[0 0]],51,False,120,uniform,0,43.81780460041329
True,1153.0,2.810031708999304,1,2000,none,3,[[0 0]],52,False,120,uniform,0,43.81780460041329
True,1216.0,3.911749749997398,1,2000,none,3,[[0 0]],53,False,120,uniform,0,43.81780460041329
True,1266.0,3.6636519159947056,1,2000,none,3,[[0 0]],54,False,120,uniform,0,43.81780460041329
True,1243.0,4.023500459006755,1,2000,none,3,[[0 0]],55,False,120,uniform,0,43.81780460041329
True,1450.0,3.9498975000169594,1,2000,none,3,[[0 0]],56,False,120,uniform,0,43.81780460041329
True,1306.0,3.868761124991579,1,2000,none,3,[[0 0]],57,False,120,uniform,0,43.81780460041329
True,1646.0,5.948613042011857,1,2000,none,3,[[0 0]],58,False,120,uniform,0,43.81780460041329
True,1561.0,5.34675279201474,1,2000,none,3,[[0 0]],59,False,120,uniform,0,43.81780460041329
True,1342.0,4.647437999985414,1,2000,none,3,[[0 0]],60,False,120,uniform,0,43.81780460041329
True,1265.0,4.229166916979011,1,2000,none,3,[[0 0]],61,False,120,uniform,0,43.81780460041329
True,1010.0,2.8419452079979237,1,2000,none,3,[[0 0]],62,False,120,uniform,0,43.81780460041329
True,1324.0,4.526890583016211,1,2000,none,3,[[0 0]],63,False,120,uniform,0,43.81780460041329
True,1229.0,3.0617839579936117,1,2000,none,3,[[0 0]],64,False,120,uniform,0,43.81780460041329
True,1375.0,4.500664459017571,1,2000,none,3,[[0 0]],65,False,120,uniform,0,43.81780460041329
True,1231.0,3.6356345000094734,1,2000,none,3,[[0 0]],66,False,120,uniform,0,43.81780460041329
True,1165.0,3.298296749999281,1,2000,none,3,[[0 0]],67,False,120,uniform,0,43.81780460041329
True,1328.0,4.064122084004339,1,2000,none,3,[[0 0]],68,False,120,uniform,0,43.81780460041329
True,1271.0,3.8795044159924146,1,2000,none,3,[[0 0]],69,False,120,uniform,0,43.81780460041329
True,1171.0,4.2226292499981355,1,2000,none,3,[[0 0]],70,False,120,uniform,0,43.81780460041329
True,1218.0,4.321263207995798,1,2000,none,3,[[0 0]],71,False,120,uniform,0,43.81780460041329
True,1239.0,4.500969749991782,1,2000,none,3,[[0 0]],72,False,120,uniform,0,43.81780460041329
True,1363.0,4.388515707978513,1,2000,none,3,[[0 0]],73,False,120,uniform,0,43.81780460041329
True,1324.0,3.786824666982284,1,2000,none,3,[[0 0]],74,False,120,uniform,0,43.81780460041329
True,1312.0,4.71741812498658,1,2000,none,3,[[0 0]],75,False,120,uniform,0,43.81780460041329
True,1283.0,4.965438334009377,1,2000,none,3,[[0 0]],76,False,120,uniform,0,43.81780460041329
True,1149.0,4.044332374993246,1,2000,none,3,[[0 0]],77,False,120,uniform,0,43.81780460041329
True,1431.0,4.9229961250093766,1,2000,none,3,[[0 0]],78,False,120,uniform,0,43.81780460041329
True,1216.0,4.786707208986627,1,2000,none,3,[[0 0]],79,False,120,uniform,0,43.81780460041329
True,1346.0,4.808910542022204,1,2000,none,3,[[0 0]],80,False,120,uniform,0,43.81780460041329
True,1125.0,3.8984294580004644,1,2000,none,3,[[0 0]],81,False,120,uniform,0,43.81780460041329
True,1329.0,4.826326875016093,1,2000,none,3,[[0 0]],82,False,120,uniform,0,43.81780460041329
True,1144.0,3.3623580409912392,1,2000,none,3,[[0 0]],83,False,120,uniform,0,43.81780460041329
True,932.0,2.9162711249955464,1,2000,none,3,[[0 0]],84,False,120,uniform,0,43.81780460041329
True,1204.0,3.622140291990945,1,2000,none,3,[[0 0]],85,False,120,uniform,0,43.81780460041329
True,1157.0,4.319208874978358,1,2000,none,3,[[0 0]],86,False,120,uniform,0,43.81780460041329
True,1154.0,4.211510042019654,1,2000,none,3,[[0 0]],87,False,120,uniform,0,43.81780460041329
True,1508.0,5.628662000002805,1,2000,none,3,[[0 0]],88,False,120,uniform,0,43.81780460041329
True,1220.0,3.9390573340060655,1,2000,none,3,[[0 0]],89,False,120,uniform,0,43.81780460041329
True,1024.0,3.505519958998775,1,2000,none,3,[[0 0]],90,False,120,uniform,0,43.81780460041329
True,1682.0,7.377059708000161,1,2000,none,3,[[0 0]],91,False,120,uniform,0,43.81780460041329
True,1315.0,3.9706920830067247,1,2000,none,3,[[0 0]],92,False,120,uniform,0,43.81780460041329
True,1303.0,4.157539917010581,1,2000,none,3,[[0 0]],93,False,120,uniform,0,43.81780460041329
True,1293.0,4.017728582985001,1,2000,none,3,[[0 0]],94,False,120,uniform,0,43.81780460041329
True,1085.0,4.034764500014717,1,2000,none,3,[[0 0]],95,False,120,uniform,0,43.81780460041329
True,1368.0,4.758115250006085,1,2000,none,3,[[0 0]],96,False,120,uniform,0,43.81780460041329
True,1261.0,3.6610471250023693,1,2000,none,3,[[0 0]],97,False,120,uniform,0,43.81780460041329
True,1202.0,3.7173572500178125,1,2000,none,3,[[0 0]],98,False,120,uniform,0,43.81780460041329
True,1106.0,4.129866790986853,1,2000,none,3,[[0 0]],99,False,120,uniform,0,43.81780460041329
True,1385.0,5.541833708994091,1,2000,none,3,[[0 0]],100,False,120,uniform,0,43.81780460041329
True,1434.0,5.708026709005935,1,2000,none,3,[[0 0]],101,False,120,uniform,0,43.81780460041329
True,1210.0,3.5349990419927053,1,2000,none,3,[[0 0]],102,False,120,uniform,0,43.81780460041329
True,1168.0,4.804790166992461,1,2000,none,3,[[0 0]],103,False,120,uniform,0,43.81780460041329
True,1264.0,4.129484750010306,1,2000,none,3,[[0 0]],104,False,120,uniform,0,43.81780460041329
True,1199.0,4.255284125014441,1,2000,none,3,[[0 0]],105,False,120,uniform,0,43.81780460041329
True,1217.0,3.762597958993865,1,2000,none,3,[[0 0]],106,False,120,uniform,0,43.81780460041329
True,1131.0,3.785637666005641,1,2000,none,3,[[0 0]],107,False,120,uniform,0,43.81780460041329
True,1210.0,3.9311032500118017,1,2000,none,3,[[0 0]],108,False,120,uniform,0,43.81780460041329
True,971.0,3.0889629170123953,1,2000,none,3,[[0 0]],109,False,120,uniform,0,43.81780460041329
True,1074.0,3.1031735419819597,1,2000,none,3,[[0 0]],110,False,120,uniform,0,43.81780460041329
True,1051.0,3.1254222079878673,1,2000,none,3,[[0 0]],111,False,120,uniform,0,43.81780460041329
True,1248.0,4.280832832999295,1,2000,none,3,[[0 0]],112,False,120,uniform,0,43.81780460041329
True,1075.0,3.3375772919971496,1,2000,none,3,[[0 0]],113,False,120,uniform,0,43.81780460041329
True,1075.0,3.2526584579900373,1,2000,none,3,[[0 0]],114,False,120,uniform,0,43.81780460041329
True,1142.0,3.3294336670078337,1,2000,none,3,[[0 0]],115,False,120,uniform,0,43.81780460041329
True,925.0,2.930543791007949,1,2000,none,3,[[0 0]],116,False,120,uniform,0,43.81780460041329
True,1220.0,5.342478125006892,1,2000,none,3,[[0 0]],117,False,120,uniform,0,43.81780460041329
True,1081.0,2.978979667008389,1,2000,none,3,[[0 0]],118,False,120,uniform,0,43.81780460041329
True,1070.0,3.2262871249986347,1,2000,none,3,[[0 0]],119,False,120,uniform,0,43.81780460041329
False,,1.105333250015974,1,2000,none,3,[[0 0]],1,False,121,uniform,0,44.0
False,,1.3670782500121277,1,2000,none,3,[[0 0]],2,False,121,uniform,0,44.0
False,,1.3214060419995803,1,2000,none,3,[[0 0]],3,False,121,uniform,0,44.0
False,,1.634697250003228,1,2000,none,3,[[0 0]],4,False,121,uniform,0,44.0
False,,1.8810392080049496,1,2000,none,3,[[0 0]],5,False,121,uniform,0,44.0
False,,1.8219797080091666,1,2000,none,3,[[0 0]],6,False,121,uniform,0,44.0
False,,1.6084722910018172,1,2000,none,3,[[0 0]],7,False,121,uniform,0,44.0
False,,1.7110323750239331,1,2000,none,3,[[0 0]],8,False,121,uniform,0,44.0
False,,2.027328291995218,1,2000,none,3,[[0 0]],9,False,121,uniform,0,44.0
False,,1.9743293749925215,1,2000,none,3,[[0 0]],10,False,121,uniform,0,44.0
False,,2.192336082982365,1,2000,none,3,[[0 0]],11,False,121,uniform,0,44.0
False,,2.072705541999312,1,2000,none,3,[[0 0]],12,False,121,uniform,0,44.0
False,,2.5906342079979368,1,2000,none,3,[[0 0]],13,False,121,uniform,0,44.0
False,,2.3207896660023835,1,2000,none,3,[[0 0]],14,False,121,uniform,0,44.0
False,,3.1359749999828637,1,2000,none,3,[[0 0]],15,False,121,uniform,0,44.0
False,,3.174952375004068,1,2000,none,3,[[0 0]],16,False,121,uniform,0,44.0
False,,2.8820814590144437,1,2000,none,3,[[0 0]],17,False,121,uniform,0,44.0
False,,3.0565028749988414,1,2000,none,3,[[0 0]],18,False,121,uniform,0,44.0
False,,2.938289374986198,1,2000,none,3,[[0 0]],19,False,121,uniform,0,44.0
False,,3.0333144999749493,1,2000,none,3,[[0 0]],20,False,121,uniform,0,44.0
False,,2.5251396659878083,1,2000,none,3,[[0 0]],21,False,121,uniform,0,44.0
False,,3.9524563339946326,1,2000,none,3,[[0 0]],22,False,121,uniform,0,44.0
False,,3.06789733300684,1,2000,none,3,[[0 0]],23,False,121,uniform,0,44.0
False,,2.887122084008297,1,2000,none,3,[[0 0]],24,False,121,uniform,0,44.0
False,,3.4473696669738274,1,2000,none,3,[[0 0]],25,False,121,uniform,0,44.0
False,,2.455194957990898,1,2000,none,3,[[0 0]],26,False,121,uniform,0,44.0
False,,2.768392167025013,1,2000,none,3,[[0 0]],27,False,121,uniform,0,44.0
True,1697.0,4.641120957996463,1,2000,none,3,[[0 0]],28,False,121,uniform,0,44.0
False,,5.365449625009205,1,2000,none,3,[[0 0]],29,False,121,uniform,0,44.0
False,,3.524536167009501,1,2000,none,3,[[0 0]],30,False,121,uniform,0,44.0
True,1293.0,2.8930150840024,1,2000,none,3,[[0 0]],31,False,121,uniform,0,44.0
False,,3.075042750017019,1,2000,none,3,[[0 0]],32,False,121,uniform,0,44.0
True,1555.0,4.217136124992976,1,2000,none,3,[[0 0]],33,False,121,uniform,0,44.0
True,1694.0,5.0328766249876935,1,2000,none,3,[[0 0]],34,False,121,uniform,0,44.0
True,1561.0,4.129051666997839,1,2000,none,3,[[0 0]],35,False,121,uniform,0,44.0
True,1616.0,4.319022750016302,1,2000,none,3,[[0 0]],36,False,121,uniform,0,44.0
True,1629.0,4.9870345419913065,1,2000,none,3,[[0 0]],37,False,121,uniform,0,44.0
True,1592.0,4.8124933340004645,1,2000,none,3,[[0 0]],38,False,121,uniform,0,44.0
True,1195.0,2.7844875830051024,1,2000,none,3,[[0 0]],39,False,121,uniform,0,44.0
True,1544.0,4.5581779580097646,1,2000,none,3,[[0 0]],40,False,121,uniform,0,44.0
True,1672.0,5.481407999992371,1,2000,none,3,[[0 0]],41,False,121,uniform,0,44.0
True,1084.0,2.931124708004063,1,2000,none,3,[[0 0]],42,False,121,uniform,0,44.0
True,1544.0,4.9569652499922086,1,2000,none,3,[[0 0]],43,False,121,uniform,0,44.0
True,1623.0,5.2126658339984715,1,2000,none,3,[[0 0]],44,False,121,uniform,0,44.0
True,1439.0,3.4558132080128416,1,2000,none,3,[[0 0]],45,False,121,uniform,0,44.0
True,1455.0,4.7211754160234705,1,2000,none,3,[[0 0]],46,False,121,uniform,0,44.0
True,1859.0,5.894012667005882,1,2000,none,3,[[0 0]],47,False,121,uniform,0,44.0
True,1549.0,4.268355374981184,1,2000,none,3,[[0 0]],48,False,121,uniform,0,44.0
True,1089.0,2.9196781659848057,1,2000,none,3,[[0 0]],49,False,121,uniform,0,44.0
True,1733.0,5.465270041982876,1,2000,none,3,[[0 0]],50,False,121,uniform,0,44.0
True,1519.0,4.326718832977349,1,2000,none,3,[[0 0]],51,False,121,uniform,0,44.0
True,1503.0,4.819710124982521,1,2000,none,3,[[0 0]],52,False,121,uniform,0,44.0
True,1519.0,4.28269954098505,1,2000,none,3,[[0 0]],53,False,121,uniform,0,44.0
True,1435.0,3.9949461669893935,1,2000,none,3,[[0 0]],54,False,121,uniform,0,44.0
True,1514.0,3.6286888339964207,1,2000,none,3,[[0 0]],55,False,121,uniform,0,44.0
True,1462.0,4.7353618330089375,1,2000,none,3,[[0 0]],56,False,121,uniform,0,44.0
True,1407.0,4.493721832986921,1,2000,none,3,[[0 0]],57,False,121,uniform,0,44.0
True,1200.0,3.408585666998988,1,2000,none,3,[[0 0]],58,False,121,uniform,0,44.0
True,1291.0,3.965954042010708,1,2000,none,3,[[0 0]],59,False,121,uniform,0,44.0
True,1326.0,4.571844499994768,1,2000,none,3,[[0 0]],60,False,121,uniform,0,44.0
True,1448.0,4.3012518330069724,1,2000,none,3,[[0 0]],61,False,121,uniform,0,44.0
True,1239.0,3.891432167001767,1,2000,none,3,[[0 0]],62,False,121,uniform,0,44.0
True,1367.0,4.4524017500225455,1,2000,none,3,[[0 0]],63,False,121,uniform,0,44.0
True,1668.0,5.375693749985658,1,2000,none,3,[[0 0]],64,False,121,uniform,0,44.0
True,1675.0,4.3251887500227895,1,2000,none,3,[[0 0]],65,False,121,uniform,0,44.0
True,1573.0,5.008663249987876,1,2000,none,3,[[0 0]],66,False,121,uniform,0,44.0
True,1531.0,5.152087041002233,1,2000,none,3,[[0 0]],67,False,121,uniform,0,44.0
True,1344.0,4.206956541980617,1,2000,none,3,[[0 0]],68,False,121,uniform,0,44.0
True,1316.0,3.944031958002597,1,2000,none,3,[[0 0]],69,False,121,uniform,0,44.0
True,1390.0,4.614492291992065,1,2000,none,3,[[0 0]],70,False,121,uniform,0,44.0
True,1423.0,4.408204165985808,1,2000,none,3,[[0 0]],71,False,121,uniform,0,44.0
True,1576.0,5.380919582996285,1,2000,none,3,[[0 0]],72,False,121,uniform,0,44.0
True,1409.0,4.898865082999691,1,2000,none,3,[[0 0]],73,False,121,uniform,0,44.0
True,1606.0,6.061294958024519,1,2000,none,3,[[0 0]],74,False,121,uniform,0,44.0
True,1448.0,4.908512791997055,1,2000,none,3,[[0 0]],75,False,121,uniform,0,44.0
True,1395.0,4.389942458015867,1,2000,none,3,[[0 0]],76,False,121,uniform,0,44.0
True,1478.0,4.625389666005503,1,2000,none,3,[[0 0]],77,False,121,uniform,0,44.0
True,1492.0,4.52903162498842,1,2000,none,3,[[0 0]],78,False,121,uniform,0,44.0
True,1347.0,4.4736040419957135,1,2000,none,3,[[0 0]],79,False,121,uniform,0,44.0
True,1500.0,4.857749666989548,1,2000,none,3,[[0 0]],80,False,121,uniform,0,44.0
True,1222.0,3.091069707996212,1,2000,none,3,[[0 0]],81,False,121,uniform,0,44.0
True,1547.0,5.76702345898957,1,2000,none,3,[[0 0]],82,False,121,uniform,0,44.0
True,1356.0,3.7539040410192683,1,2000,none,3,[[0 0]],83,False,121,uniform,0,44.0
True,1446.0,4.519886041001882,1,2000,none,3,[[0 0]],84,False,121,uniform,0,44.0
True,1343.0,3.835701625008369,1,2000,none,3,[[0 0]],85,False,121,uniform,0,44.0
True,1257.0,3.6147448330011684,1,2000,none,3,[[0 0]],86,False,121,uniform,0,44.0
True,1561.0,6.4032461250026245,1,2000,none,3,[[0 0]],87,False,121,uniform,0,44.0
True,1315.0,3.5786371669964865,1,2000,none,3,[[0 0]],88,False,121,uniform,0,44.0
True,1056.0,2.7931355419859756,1,2000,none,3,[[0 0]],89,False,121,uniform,0,44.0
True,1532.0,3.7390147499972954,1,2000,none,3,[[0 0]],90,False,121,uniform,0,44.0
True,1867.0,8.084860000002664,1,2000,none,3,[[0 0]],91,False,121,uniform,0,44.0
True,1337.0,4.696342042007018,1,2000,none,3,[[0 0]],92,False,121,uniform,0,44.0
True,1240.0,4.102373708999949,1,2000,none,3,[[0 0]],93,False,121,uniform,0,44.0
True,1306.0,4.16704674999346,1,2000,none,3,[[0 0]],94,False,121,uniform,0,44.0
True,1235.0,4.114142916019773,1,2000,none,3,[[0 0]],95,False,121,uniform,0,44.0
True,1301.0,4.633301583991852,1,2000,none,3,[[0 0]],96,False,121,uniform,0,44.0
True,1295.0,4.3891279170056805,1,2000,none,3,[[0 0]],97,False,121,uniform,0,44.0
True,1257.0,4.063011666003149,1,2000,none,3,[[0 0]],98,False,121,uniform,0,44.0
True,1230.0,3.4558133330137935,1,2000,none,3,[[0 0]],99,False,121,uniform,0,44.0
True,1885.0,10.103719708014978,1,2000,none,3,[[0 0]],100,False,121,uniform,0,44.0
True,1234.0,4.522632290987531,1,2000,none,3,[[0 0]],101,False,121,uniform,0,44.0
True,1347.0,4.336033041996416,1,2000,none,3,[[0 0]],102,False,121,uniform,0,44.0
True,1198.0,3.057107417000225,1,2000,none,3,[[0 0]],103,False,121,uniform,0,44.0
True,1417.0,5.347909500007518,1,2000,none,3,[[0 0]],104,False,121,uniform,0,44.0
True,1103.0,3.8075951659993734,1,2000,none,3,[[0 0]],105,False,121,uniform,0,44.0
True,1292.0,4.17805345801753,1,2000,none,3,[[0 0]],106,False,121,uniform,0,44.0
True,1291.0,4.1227578750113025,1,2000,none,3,[[0 0]],107,False,121,uniform,0,44.0
True,1379.0,3.2855546659848187,1,2000,none,3,[[0 0]],108,False,121,uniform,0,44.0
True,1691.0,6.725508417002857,1,2000,none,3,[[0 0]],109,False,121,uniform,0,44.0
True,1280.0,3.44338045900804,1,2000,none,3,[[0 0]],110,False,121,uniform,0,44.0
True,1088.0,2.859744832996512,1,2000,none,3,[[0 0]],111,False,121,uniform,0,44.0
True,1146.0,3.160322208015714,1,2000,none,3,[[0 0]],112,False,121,uniform,0,44.0
True,1381.0,3.8228217079886235,1,2000,none,3,[[0 0]],113,False,121,uniform,0,44.0
True,1225.0,3.561060958978487,1,2000,none,3,[[0 0]],114,False,121,uniform,0,44.0
True,1335.0,2.9406831660016906,1,2000,none,3,[[0 0]],115,False,121,uniform,0,44.0
True,1323.0,3.1162132500030566,1,2000,none,3,[[0 0]],116,False,121,uniform,0,44.0
True,986.0,2.438020833011251,1,2000,none,3,[[0 0]],117,False,121,uniform,0,44.0
True,1102.0,2.766903999989154,1,2000,none,3,[[0 0]],118,False,121,uniform,0,44.0
True,1142.0,2.716744540986838,1,2000,none,3,[[0 0]],119,False,121,uniform,0,44.0
True,1181.0,2.8625042499916162,1,2000,none,3,[[0 0]],120,False,121,uniform,0,44.0
False,,1.3440735829935875,1,2000,none,3,[[0 0]],1,False,122,uniform,0,44.181444068749045
False,,1.1657954170077574,1,2000,none,3,[[0 0]],2,False,122,uniform,0,44.181444068749045
False,,1.1349529169965535,1,2000,none,3,[[0 0]],3,False,122,uniform,0,44.181444068749045
False,,1.7776748330215923,1,2000,none,3,[[0 0]],4,False,122,uniform,0,44.181444068749045
False,,2.255345749988919,1,2000,none,3,[[0 0]],5,False,122,uniform,0,44.181444068749045
False,,1.91829574998701,1,2000,none,3,[[0 0]],6,False,122,uniform,0,44.181444068749045
False,,2.1334768749948125,1,2000,none,3,[[0 0]],7,False,122,uniform,0,44.181444068749045
False,,2.2350921659963205,1,2000,none,3,[[0 0]],8,False,122,uniform,0,44.181444068749045
False,,2.0518066250078846,1,2000,none,3,[[0 0]],9,False,122,uniform,0,44.181444068749045
False,,1.7822817500273231,1,2000,none,3,[[0 0]],10,False,122,uniform,0,44.181444068749045
False,,2.5262920829991344,1,2000,none,3,[[0 0]],11,False,122,uniform,0,44.181444068749045
False,,1.9247962920053396,1,2000,none,3,[[0 0]],12,False,122,uniform,0,44.181444068749045
False,,2.2768705420021433,1,2000,none,3,[[0 0]],13,False,122,uniform,0,44.181444068749045
False,,2.377709666994633,1,2000,none,3,[[0 0]],14,False,122,uniform,0,44.181444068749045
False,,2.5930069999885745,1,2000,none,3,[[0 0]],15,False,122,uniform,0,44.181444068749045
False,,2.611903832992539,1,2000,none,3,[[0 0]],16,False,122,uniform,0,44.181444068749045
False,,2.6509018749929965,1,2000,none,3,[[0 0]],17,False,122,uniform,0,44.181444068749045
False,,3.312347333005164,1,2000,none,3,[[0 0]],18,False,122,uniform,0,44.181444068749045
False,,3.033401374996174,1,2000,none,3,[[0 0]],19,False,122,uniform,0,44.181444068749045
False,,3.465759624989005,1,2000,none,3,[[0 0]],20,False,122,uniform,0,44.181444068749045
True,1795.0,3.9047254160104785,1,2000,none,3,[[0 0]],21,False,122,uniform,0,44.181444068749045
False,,2.987110666988883,1,2000,none,3,[[0 0]],22,False,122,uniform,0,44.181444068749045
False,,2.696472250012448,1,2000,none,3,[[0 0]],23,False,122,uniform,0,44.181444068749045
False,,3.410744708002312,1,2000,none,3,[[0 0]],24,False,122,uniform,0,44.181444068749045
False,,2.9800161250168458,1,2000,none,3,[[0 0]],25,False,122,uniform,0,44.181444068749045
False,,2.6917630000098143,1,2000,none,3,[[0 0]],26,False,122,uniform,0,44.181444068749045
True,1832.0,4.882819166989066,1,2000,none,3,[[0 0]],27,False,122,uniform,0,44.181444068749045
False,,4.716435875016032,1,2000,none,3,[[0 0]],28,False,122,uniform,0,44.181444068749045
False,,3.0063109580078162,1,2000,none,3,[[0 0]],29,False,122,uniform,0,44.181444068749045
True,1396.0,3.7346891250053886,1,2000,none,3,[[0 0]],30,False,122,uniform,0,44.181444068749045
False,,3.602205957984552,1,2000,none,3,[[0 0]],31,False,122,uniform,0,44.181444068749045
False,,4.116655916994205,1,2000,none,3,[[0 0]],32,False,122,uniform,0,44.181444068749045
False,,3.1855493749899324,1,2000,none,3,[[0 0]],33,False,122,uniform,0,44.181444068749045
False,,4.283586625009775,1,2000,none,3,[[0 0]],34,False,122,uniform,0,44.181444068749045
True,1446.0,4.187311791989487,1,2000,none,3,[[0 0]],35,False,122,uniform,0,44.181444068749045
True,1904.0,4.3345812920015305,1,2000,none,3,[[0 0]],36,False,122,uniform,0,44.181444068749045
False,,4.152388457994675,1,2000,none,3,[[0 0]],37,False,122,uniform,0,44.181444068749045
False,,4.585024416010128,1,2000,none,3,[[0 0]],38,False,122,uniform,0,44.181444068749045
True,1498.0,4.751079916022718,1,2000,none,3,[[0 0]],39,False,122,uniform,0,44.181444068749045
True,1147.0,2.729581249994226,1,2000,none,3,[[0 0]],40,False,122,uniform,0,44.181444068749045
True,1528.0,4.328071167023154,1,2000,none,3,[[0 0]],41,False,122,uniform,0,44.181444068749045
True,1168.0,2.8371080000069924,1,2000,none,3,[[0 0]],42,False,122,uniform,0,44.181444068749045
True,1530.0,4.723106749996077,1,2000,none,3,[[0 0]],43,False,122,uniform,0,44.181444068749045
False,,4.876967291987967,1,2000,none,3,[[0 0]],44,False,122,uniform,0,44.181444068749045
True,1341.0,4.300821250013541,1,2000,none,3,[[0 0]],45,False,122,uniform,0,44.181444068749045
True,1256.0,3.083196291991044,1,2000,none,3,[[0 0]],46,False,122,uniform,0,44.181444068749045
True,1624.0,5.101703790976899,1,2000,none,3,[[0 0]],47,False,122,uniform,0,44.181444068749045
True,1263.0,3.6101415419834666,1,2000,none,3,[[0 0]],48,False,122,uniform,0,44.181444068749045
