Success,Completion Steps,Wall Time (s),max_steps,boundary,clusters,drone_xy,Drone Count,conditionally_apply_repulsion,N,spawn_type,seed,success_radius
True,198.0,5.436219999999594,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,0,69.2820323027551
True,130.0,4.397001899998941,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,0,69.2820323027551
True,996.0,7.000735800000257,2000,none,3,[[-20 -35]],1,False,100,circle,1,40.0
True,1375.0,10.299703599999702,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,1,40.0
False,,16.11550569999963,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,1,40.0
True,258.0,2.5508962999992946,2000,none,3,[[-20 -35]],1,True,100,circle,1,40.0
True,106.0,1.3779790000007779,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,1,40.0
True,223.0,2.4598949999999604,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,1,40.0
True,123.0,1.402325799999744,2000,none,3,[[-20 -35]],1,False,100,uniform,1,40.0
True,863.0,8.508710099999007,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,1,40.0
True,92.0,1.475159600000552,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,1,40.0
True,204.0,1.9370973999994021,2000,none,3,[[-20 -35]],1,True,100,uniform,1,40.0
True,261.0,3.5618703000000096,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,1,40.0
True,252.0,3.6735518999994383,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,1,40.0
False,,24.48412349999853,2000,none,3,[[-20 -35]],1,False,200,circle,1,56.568542494923804
True,274.0,7.197529600000053,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,1,56.568542494923804
True,141.0,3.791948100000809,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,1,56.568542494923804
True,520.0,6.8268996000006155,2000,none,3,[[-20 -35]],1,True,200,circle,1,56.568542494923804
True,196.0,4.991744999999355,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,1,56.568542494923804
True,113.0,3.323591899999883,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,1,56.568542494923804
True,248.0,4.331941599999482,2000,none,3,[[-20 -35]],1,False,200,uniform,1,56.568542494923804
True,178.0,4.360267599999133,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,1,56.568542494923804
False,,24.57035779999933,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,1,56.568542494923804
True,492.0,7.50075310000102,2000,none,3,[[-20 -35]],1,True,200,uniform,1,56.568542494923804
True,157.0,3.3615724999999657,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,1,56.568542494923804
True,144.0,2.9432290000004286,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,1,56.568542494923804
True,1316.0,20.05499349999991,2000,none,3,[[-20 -35]],1,False,300,circle,1,69.2820323027551
True,754.0,12.83621680000033,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,1,69.2820323027551
True,178.0,6.610022599999866,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,1,69.2820323027551
True,1058.0,15.68210320000071,2000,none,3,[[-20 -35]],1,True,300,circle,1,69.2820323027551
True,191.0,6.3920017999989795,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,1,69.2820323027551
True,207.0,6.8149596999992355,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,1,69.2820323027551
True,656.0,12.044206000000486,2000,none,3,[[-20 -35]],1,False,300,uniform,1,69.2820323027551
True,1229.0,24.186650499999814,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,1,69.2820323027551
False,,19.58550639999885,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,1,69.2820323027551
True,477.0,7.440851399998792,2000,none,3,[[-20 -35]],1,True,300,uniform,1,69.2820323027551
True,257.0,6.757081800000378,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,1,69.2820323027551
True,166.0,4.906865699998889,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,1,69.2820323027551
True,626.0,6.0739542999999685,2000,none,3,[[-20 -35]],1,False,100,circle,2,40.0
True,1211.0,8.94822480000039,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,2,40.0
True,99.0,1.3416068999995332,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,2,40.0
True,287.0,2.682395899999392,2000,none,3,[[-20 -35]],1,True,100,circle,2,40.0
True,128.0,1.8280648999989353,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,2,40.0
True,96.0,1.377013799999986,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,2,40.0
True,1000.0,9.103241100001469,2000,none,3,[[-20 -35]],1,False,100,uniform,2,40.0
True,1478.0,13.523048400000334,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,2,40.0
False,,18.389036399999895,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,2,40.0
True,372.0,2.2671355999991647,2000,none,3,[[-20 -35]],1,True,100,uniform,2,40.0
True,170.0,2.0437003999995795,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,2,40.0
True,392.0,4.562414199999694,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,2,40.0
True,1521.0,19.518541199999163,2000,none,3,[[-20 -35]],1,False,200,circle,2,56.568542494923804
False,,24.302349100000356,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,2,56.568542494923804
True,150.0,3.6371067999989464,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,2,56.568542494923804
True,1139.0,12.975277400000778,2000,none,3,[[-20 -35]],1,True,200,circle,2,56.568542494923804
True,214.0,4.971087699999771,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,2,56.568542494923804
True,184.0,4.328155100000004,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,2,56.568542494923804
True,548.0,8.591692099998909,2000,none,3,[[-20 -35]],1,False,200,uniform,2,56.568542494923804
True,159.0,3.5917104999989533,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,2,56.568542494923804
True,888.0,12.637854099999458,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,2,56.568542494923804
True,372.0,4.37733069999922,2000,none,3,[[-20 -35]],1,True,200,uniform,2,56.568542494923804
True,103.0,2.1593376000000717,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,2,56.568542494923804
True,132.0,3.0070111000004545,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,2,56.568542494923804
True,1026.0,19.736439999998765,2000,none,3,[[-20 -35]],1,False,300,circle,2,69.2820323027551
False,,36.541045799998756,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,2,69.2820323027551
True,143.0,5.264692600001581,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,2,69.2820323027551
True,1108.0,17.886484099999507,2000,none,3,[[-20 -35]],1,True,300,circle,2,69.2820323027551
True,436.0,11.944983899998988,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,2,69.2820323027551
True,136.0,6.091654500000004,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,2,69.2820323027551
False,,40.18173669999851,2000,none,3,[[-20 -35]],1,False,300,uniform,2,69.2820323027551
False,,33.18624219999947,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,2,69.2820323027551
False,,20.872630699999718,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,2,69.2820323027551
True,599.0,9.962817300000097,2000,none,3,[[-20 -35]],1,True,300,uniform,2,69.2820323027551
True,284.0,7.609684500001094,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,2,69.2820323027551
True,191.0,6.432878600000549,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,2,69.2820323027551
True,680.0,7.616233499998998,2000,none,3,[[-20 -35]],1,False,100,circle,3,40.0
True,716.0,6.073997399998916,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,3,40.0
False,,19.772025700000086,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,3,40.0
True,515.0,4.690979400000288,2000,none,3,[[-20 -35]],1,True,100,circle,3,40.0
True,280.0,3.294798400000218,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,3,40.0
True,98.0,1.2753910000010364,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,3,40.0
True,320.0,2.9020980000004784,2000,none,3,[[-20 -35]],1,False,100,uniform,3,40.0
False,,13.47878159999891,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,3,40.0
False,,14.14338780000071,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,3,40.0
True,492.0,4.09115120000024,2000,none,3,[[-20 -35]],1,True,100,uniform,3,40.0
True,125.0,1.6046759999990172,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,3,40.0
True,274.0,3.1153376000002027,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,3,40.0
False,,22.546941099999458,2000,none,3,[[-20 -35]],1,False,200,circle,3,56.568542494923804
True,170.0,3.4498119999989285,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,3,56.568542494923804
True,128.0,3.425166099999842,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,3,56.568542494923804
True,605.0,8.453875200000766,2000,none,3,[[-20 -35]],1,True,200,circle,3,56.568542494923804
True,139.0,3.229777799999283,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,3,56.568542494923804
True,114.0,2.838764500000252,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,3,56.568542494923804
True,1497.0,19.604101700000683,2000,none,3,[[-20 -35]],1,False,200,uniform,3,56.568542494923804
True,131.0,3.090169600000081,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,3,56.568542494923804
False,,18.169557799999893,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,3,56.568542494923804
True,334.0,3.7305141999986517,2000,none,3,[[-20 -35]],1,True,200,uniform,3,56.568542494923804
True,142.0,3.053944799999954,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,3,56.568542494923804
True,153.0,3.31960909999907,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,3,56.568542494923804
False,,24.43211110000084,2000,none,3,[[-20 -35]],1,False,300,circle,3,69.2820323027551
False,,21.989013699998395,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,3,69.2820323027551
True,166.0,6.240441900001315,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,3,69.2820323027551
True,893.0,10.927084900000409,2000,none,3,[[-20 -35]],1,True,300,circle,3,69.2820323027551
True,369.0,6.54594200000065,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,3,69.2820323027551
True,205.0,4.6635530999992625,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,3,69.2820323027551
False,,13.69028520000029,2000,none,3,[[-20 -35]],1,False,300,uniform,3,69.2820323027551
True,653.0,6.025085299999773,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,3,69.2820323027551
False,,11.52858119999837,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,3,69.2820323027551
True,949.0,8.175179699999717,2000,none,3,[[-20 -35]],1,True,300,uniform,3,69.2820323027551
True,221.0,2.9315354000009393,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,3,69.2820323027551
True,187.0,3.2295930000000226,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,3,69.2820323027551
True,258.0,1.4838056999997207,2000,none,3,[[-20 -35]],1,False,100,circle,4,40.0
True,101.0,0.6801503999995475,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,4,40.0
True,95.0,0.7068230000004405,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,4,40.0
True,492.0,2.660004999999728,2000,none,3,[[-20 -35]],1,True,100,circle,4,40.0
True,103.0,0.7683288999996876,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,4,40.0
True,93.0,0.7130997999993269,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,4,40.0
True,91.0,0.5778712999999698,2000,none,3,[[-20 -35]],1,False,100,uniform,4,40.0
True,102.0,0.6944371000008687,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,4,40.0
False,,9.03755799999999,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,4,40.0
True,91.0,0.5488017000006948,2000,none,3,[[-20 -35]],1,True,100,uniform,4,40.0
True,102.0,0.7390971000004356,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,4,40.0
True,374.0,2.4165185000001657,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,4,40.0
True,549.0,4.679606800000329,2000,none,3,[[-20 -35]],1,False,200,circle,4,56.568542494923804
True,343.0,2.9072715000002063,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,4,56.568542494923804
True,132.0,1.8297621000001527,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,4,56.568542494923804
True,400.0,3.2954427000004216,2000,none,3,[[-20 -35]],1,True,200,circle,4,56.568542494923804
True,154.0,1.9799475999989227,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,4,56.568542494923804
True,129.0,1.8200624000000971,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,4,56.568542494923804
True,317.0,2.877515100000892,2000,none,3,[[-20 -35]],1,False,200,uniform,4,56.568542494923804
True,86.0,1.109163899998748,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,4,56.568542494923804
False,,9.32065540000076,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,4,56.568542494923804
True,336.0,2.7959264000000985,2000,none,3,[[-20 -35]],1,True,200,uniform,4,56.568542494923804
True,86.0,1.1157438999998703,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,4,56.568542494923804
True,608.0,5.348209699999643,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,4,56.568542494923804
True,1084.0,10.010871099999349,2000,none,3,[[-20 -35]],1,False,300,circle,4,69.2820323027551
True,266.0,4.493872799999735,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,4,69.2820323027551
True,126.0,2.5841327000016463,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,4,69.2820323027551
True,1042.0,8.701741299999412,2000,none,3,[[-20 -35]],1,True,300,circle,4,69.2820323027551
True,357.0,4.993527900000117,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,4,69.2820323027551
True,129.0,2.594888699999501,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,4,69.2820323027551
False,,14.950177200000326,2000,none,3,[[-20 -35]],1,False,300,uniform,4,69.2820323027551
True,186.0,3.1909730000006675,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,4,69.2820323027551
False,,13.843702899999698,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,4,69.2820323027551
True,475.0,4.214516900001399,2000,none,3,[[-20 -35]],1,True,300,uniform,4,69.2820323027551
True,267.0,3.715999899999588,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,4,69.2820323027551
True,143.0,2.4411748000002262,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,4,69.2820323027551
True,924.0,5.541865299999699,2000,none,3,[[-20 -35]],1,False,100,circle,5,40.0
True,127.0,0.8799787999996624,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,5,40.0
False,,8.338062400000126,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,5,40.0
True,253.0,1.3341239000001224,2000,none,3,[[-20 -35]],1,True,100,circle,5,40.0
True,128.0,0.9398787999998603,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,5,40.0
True,271.0,1.7672803999994358,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,5,40.0
True,425.0,2.4125721999989764,2000,none,3,[[-20 -35]],1,False,100,uniform,5,40.0
False,,8.458530800000517,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,5,40.0
False,,9.482414699999936,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,5,40.0
True,188.0,1.0154976999983774,2000,none,3,[[-20 -35]],1,True,100,uniform,5,40.0
True,162.0,1.015744199999972,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,5,40.0
True,294.0,1.9828984000014316,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,5,40.0
True,1482.0,11.537505000000237,2000,none,3,[[-20 -35]],1,False,200,circle,5,56.568542494923804
True,174.0,2.8120087000006606,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,5,56.568542494923804
True,120.0,1.9768956000007165,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,5,56.568542494923804
True,588.0,4.622969299998658,2000,none,3,[[-20 -35]],1,True,200,circle,5,56.568542494923804
True,229.0,3.134227699998519,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,5,56.568542494923804
True,119.0,1.8948257000010926,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,5,56.568542494923804
True,457.0,3.8688612999994803,2000,none,3,[[-20 -35]],1,False,200,uniform,5,56.568542494923804
True,110.0,1.702361599998767,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,5,56.568542494923804
True,139.0,2.2871742000006634,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,5,56.568542494923804
True,542.0,4.203649700000824,2000,none,3,[[-20 -35]],1,True,200,uniform,5,56.568542494923804
True,186.0,2.4068366999999853,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,5,56.568542494923804
True,118.0,1.6571772000006604,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,5,56.568542494923804
False,,12.543695700000171,2000,none,3,[[-20 -35]],1,False,300,circle,5,69.2820323027551
False,,16.57863980000002,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,5,69.2820323027551
True,145.0,3.2292984000014258,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,5,69.2820323027551
True,958.0,8.80191190000005,2000,none,3,[[-20 -35]],1,True,300,circle,5,69.2820323027551
True,321.0,6.131474699999671,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,5,69.2820323027551
True,136.0,4.1929784000003565,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,5,69.2820323027551
False,,17.130025799999203,2000,none,3,[[-20 -35]],1,False,300,uniform,5,69.2820323027551
False,,29.879150599999775,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,5,69.2820323027551
True,133.0,3.706370700001571,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,5,69.2820323027551
True,346.0,4.43983069999922,2000,none,3,[[-20 -35]],1,True,300,uniform,5,69.2820323027551
True,273.0,6.051811900000757,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,5,69.2820323027551
True,133.0,4.033975000000282,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,5,69.2820323027551
True,728.0,5.640669899999921,2000,none,3,[[-20 -35]],1,False,100,circle,6,40.0
True,112.0,1.1301425999990897,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,6,40.0
True,122.0,1.1836715000008553,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,6,40.0
True,574.0,3.8436115000004065,2000,none,3,[[-20 -35]],1,True,100,circle,6,40.0
True,107.0,1.1189094000001205,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,6,40.0
True,108.0,1.158412100001442,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,6,40.0
True,406.0,3.591373699999167,2000,none,3,[[-20 -35]],1,False,100,uniform,6,40.0
False,,13.394569100000808,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,6,40.0
False,,12.5763838999992,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,6,40.0
True,455.0,2.602128200000152,2000,none,3,[[-20 -35]],1,True,100,uniform,6,40.0
True,122.0,1.0896111000001838,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,6,40.0
True,635.0,5.6328006999992795,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,6,40.0
True,423.0,5.389474000001428,2000,none,3,[[-20 -35]],1,False,200,circle,6,56.568542494923804
True,1407.0,11.696751699999368,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,6,56.568542494923804
True,114.0,2.420447400001649,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,6,56.568542494923804
True,571.0,5.460678600000392,2000,none,3,[[-20 -35]],1,True,200,circle,6,56.568542494923804
True,225.0,3.7450793999996677,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,6,56.568542494923804
True,118.0,2.3465881000010995,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,6,56.568542494923804
True,254.0,3.2408730999995896,2000,none,3,[[-20 -35]],1,False,200,uniform,6,56.568542494923804
False,,14.925213800001075,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,6,56.568542494923804
False,,17.88216669999929,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,6,56.568542494923804
