Success,Completion Steps,Wall Time (s),max_steps,boundary,clusters,drone_xy,Drone Count,conditionally_apply_repulsion,N,spawn_type,seed,success_radius
True,265.0,2.7579666000001453,2000,none,3,[[-20 -35]],1,True,200,uniform,6,56.568542494923804
True,193.0,3.3385285999993357,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,6,56.568542494923804
True,158.0,2.5801161999988835,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,6,56.568542494923804
False,,24.364763100000346,2000,none,3,[[-20 -35]],1,False,300,circle,6,69.2820323027551
False,,23.543129599998792,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,6,69.2820323027551
True,154.0,4.730085499999404,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,6,69.2820323027551
True,966.0,11.250849599999128,2000,none,3,[[-20 -35]],1,True,300,circle,6,69.2820323027551
True,257.0,5.94916430000012,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,6,69.2820323027551
True,133.0,4.267023399999744,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,6,69.2820323027551
True,497.0,7.855391600000075,2000,none,3,[[-20 -35]],1,False,300,uniform,6,69.2820323027551
False,,24.26250590000018,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,6,69.2820323027551
False,,19.604548900000736,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,6,69.2820323027551
True,514.0,6.096907800001645,2000,none,3,[[-20 -35]],1,True,300,uniform,6,69.2820323027551
True,253.0,5.8917153000002145,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,6,69.2820323027551
True,206.0,5.183921800000462,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,6,69.2820323027551
True,959.0,6.414867600000434,2000,none,3,[[-20 -35]],1,False,100,circle,7,40.0
True,133.0,1.4790713000002143,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,7,40.0
True,111.0,1.153305600000749,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,7,40.0
True,438.0,3.4749130999989575,2000,none,3,[[-20 -35]],1,True,100,circle,7,40.0
True,150.0,1.624919100000625,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,7,40.0
True,330.0,3.0872930999994423,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,7,40.0
True,1312.0,11.362908699999025,2000,none,3,[[-20 -35]],1,False,100,uniform,7,40.0
True,91.0,0.8457610999994358,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,7,40.0
False,,12.260375200001363,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,7,40.0
True,270.0,1.4667021999994176,2000,none,3,[[-20 -35]],1,True,100,uniform,7,40.0
True,91.0,0.8848962000010943,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,7,40.0
True,613.0,5.945287800001097,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,7,40.0
False,,15.287630900000295,2000,none,3,[[-20 -35]],1,False,200,circle,7,56.568542494923804
False,,20.125488300000143,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,7,56.568542494923804
True,133.0,2.5795985000004293,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,7,56.568542494923804
True,948.0,8.47978140000123,2000,none,3,[[-20 -35]],1,True,200,circle,7,56.568542494923804
True,238.0,4.186243599999216,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,7,56.568542494923804
True,118.0,2.4311452000001736,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,7,56.568542494923804
True,287.0,3.3076239000001806,2000,none,3,[[-20 -35]],1,False,200,uniform,7,56.568542494923804
True,1156.0,7.127736200000072,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,7,56.568542494923804
True,156.0,2.367764200000238,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,7,56.568542494923804
True,508.0,4.062660300000061,2000,none,3,[[-20 -35]],1,True,200,uniform,7,56.568542494923804
True,150.0,2.399077899999611,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,7,56.568542494923804
True,168.0,2.823122099998727,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,7,56.568542494923804
True,1649.0,20.787872400000197,2000,none,3,[[-20 -35]],1,False,300,circle,7,69.2820323027551
False,,19.736968200000774,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,7,69.2820323027551
True,130.0,2.9301758999990852,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,7,69.2820323027551
True,957.0,8.705320000000938,2000,none,3,[[-20 -35]],1,True,300,circle,7,69.2820323027551
True,331.0,5.796985899998617,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,7,69.2820323027551
True,153.0,3.246112999999241,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,7,69.2820323027551
True,426.0,5.177674599999591,2000,none,3,[[-20 -35]],1,False,300,uniform,7,69.2820323027551
True,1147.0,9.179427799999758,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,7,69.2820323027551
False,,11.506111599999713,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,7,69.2820323027551
True,739.0,6.465678599999592,2000,none,3,[[-20 -35]],1,True,300,uniform,7,69.2820323027551
True,220.0,3.194534399999611,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,7,69.2820323027551
True,146.0,2.4581605000003037,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,7,69.2820323027551
False,,9.033014200000252,2000,none,3,[[-20 -35]],1,False,100,circle,8,40.0
True,1126.0,8.589372599999479,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,8,40.0
True,88.0,0.7126490000009653,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,8,40.0
True,342.0,1.7785920999995142,2000,none,3,[[-20 -35]],1,True,100,circle,8,40.0
True,106.0,0.8657461000002513,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,8,40.0
True,91.0,0.7605576000005385,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,8,40.0
True,1376.0,8.127598999999464,2000,none,3,[[-20 -35]],1,False,100,uniform,8,40.0
True,94.0,0.7064342000012402,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,8,40.0
True,90.0,0.6788127999989229,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,8,40.0
True,317.0,1.8374955999988742,2000,none,3,[[-20 -35]],1,True,100,uniform,8,40.0
True,94.0,0.7805123000016465,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,8,40.0
True,90.0,0.8037910999992164,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,8,40.0
True,1175.0,10.679325299999618,2000,none,3,[[-20 -35]],1,False,200,circle,8,56.568542494923804
True,208.0,2.8717312999997375,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,8,56.568542494923804
False,,14.148767299999236,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,8,56.568542494923804
True,386.0,3.2028697000005195,2000,none,3,[[-20 -35]],1,True,200,circle,8,56.568542494923804
True,210.0,2.8824529000012262,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,8,56.568542494923804
True,133.0,2.021841799998583,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,8,56.568542494923804
True,363.0,3.187686200000826,2000,none,3,[[-20 -35]],1,False,200,uniform,8,56.568542494923804
True,1635.0,7.7163347999994585,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,8,56.568542494923804
True,151.0,2.221083300000828,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,8,56.568542494923804
True,276.0,2.427937500000553,2000,none,3,[[-20 -35]],1,True,200,uniform,8,56.568542494923804
True,169.0,2.1557544999996026,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,8,56.568542494923804
True,166.0,2.178743600001326,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,8,56.568542494923804
True,1693.0,16.108848100000614,2000,none,3,[[-20 -35]],1,False,300,circle,8,69.2820323027551
False,,14.984150399999635,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,8,69.2820323027551
True,136.0,3.0947441999996954,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,8,69.2820323027551
True,678.0,6.871732999999949,2000,none,3,[[-20 -35]],1,True,300,circle,8,69.2820323027551
True,255.0,4.609207499999684,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,8,69.2820323027551
True,218.0,4.5918290999998135,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,8,69.2820323027551
False,,14.883417700000791,2000,none,3,[[-20 -35]],1,False,300,uniform,8,69.2820323027551
True,1005.0,8.2535173999986,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,8,69.2820323027551
True,380.0,5.671716100001504,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,8,69.2820323027551
True,612.0,5.582020599998941,2000,none,3,[[-20 -35]],1,True,300,uniform,8,69.2820323027551
True,238.0,3.6734359999991284,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,8,69.2820323027551
True,159.0,2.953685899999982,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,8,69.2820323027551
True,458.0,2.786634000000049,2000,none,3,[[-20 -35]],1,False,100,circle,9,40.0
True,93.0,0.7089820000001055,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,circle,9,40.0
True,86.0,0.7260604000002786,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,circle,9,40.0
True,416.0,2.3350660000014614,2000,none,3,[[-20 -35]],1,True,100,circle,9,40.0
True,93.0,0.7314339000004111,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,circle,9,40.0
True,86.0,0.7157903999996051,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,circle,9,40.0
True,247.0,1.6272606999991694,2000,none,3,[[-20 -35]],1,False,100,uniform,9,40.0
True,950.0,6.076393100000132,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,100,uniform,9,40.0
False,,11.575927199999569,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,100,uniform,9,40.0
True,184.0,1.1111839999994118,2000,none,3,[[-20 -35]],1,True,100,uniform,9,40.0
True,428.0,2.5865484999994806,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,100,uniform,9,40.0
True,243.0,1.5482615000000806,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,100,uniform,9,40.0
True,1778.0,10.420254500000738,2000,none,3,[[-20 -35]],1,False,200,circle,9,56.568542494923804
True,943.0,8.211940299999696,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,circle,9,56.568542494923804
False,,14.188392199999726,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,circle,9,56.568542494923804
True,597.0,4.249538599999141,2000,none,3,[[-20 -35]],1,True,200,circle,9,56.568542494923804
True,509.0,6.581282700000884,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,circle,9,56.568542494923804
True,488.0,5.898642500000278,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,circle,9,56.568542494923804
True,536.0,5.408297800000582,2000,none,3,[[-20 -35]],1,False,200,uniform,9,56.568542494923804
True,1823.0,14.220016700000997,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,200,uniform,9,56.568542494923804
False,,12.62793529999908,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,200,uniform,9,56.568542494923804
True,858.0,6.667901700000584,2000,none,3,[[-20 -35]],1,True,200,uniform,9,56.568542494923804
True,173.0,2.577479699999458,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,200,uniform,9,56.568542494923804
True,139.0,1.791321100001369,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,200,uniform,9,56.568542494923804
False,,18.769846600000164,2000,none,3,[[-20 -35]],1,False,300,circle,9,69.2820323027551
False,,22.1856616999994,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,circle,9,69.2820323027551
True,227.0,4.9035058999998,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,circle,9,69.2820323027551
True,674.0,6.347091599998748,2000,none,3,[[-20 -35]],1,True,300,circle,9,69.2820323027551
True,362.0,6.860086099999535,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,circle,9,69.2820323027551
True,175.0,3.728836800000863,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,circle,9,69.2820323027551
True,1990.0,17.13229020000108,2000,none,3,[[-20 -35]],1,False,300,uniform,9,69.2820323027551
True,712.0,6.56257320000077,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,False,300,uniform,9,69.2820323027551
True,122.0,2.5359337000008964,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,False,300,uniform,9,69.2820323027551
True,795.0,7.097083100001328,2000,none,3,[[-20 -35]],1,True,300,uniform,9,69.2820323027551
True,195.0,3.5561605999992025,2000,none,3,"[[-20 -36]
 [-20 -34]]",2,True,300,uniform,9,69.2820323027551
True,128.0,2.611041699999987,2000,none,3,"[[-20 -36]
 [-20 -35]
 [-20 -34]]",3,True,300,uniform,9,69.2820323027551
