Success,Completion Steps,Wall Time (s),Drone Count,max_steps,boundary,clusters,dog_xy,k_nn,conditionally_apply_repulsion,N,spawn_type,seed,success_radius
True,542.0,2.4578883750073146,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",84,True,125,uniform,0,44.721359549995796
True,582.0,2.8041410410078242,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",85,True,125,uniform,0,44.721359549995796
True,576.0,4.390765499992995,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",86,True,125,uniform,0,44.721359549995796
True,565.0,3.0649145420175046,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",87,True,125,uniform,0,44.721359549995796
True,596.0,3.1443175000022165,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",88,True,125,uniform,0,44.721359549995796
True,622.0,3.177243667014409,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",89,True,125,uniform,0,44.721359549995796
True,570.0,2.752927499997895,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",90,True,125,uniform,0,44.721359549995796
True,567.0,2.7469970420061145,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",91,True,125,uniform,0,44.721359549995796
True,576.0,2.832950042007724,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",92,True,125,uniform,0,44.721359549995796
True,567.0,2.775138583005173,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",93,True,125,uniform,0,44.721359549995796
True,596.0,3.0302954580110963,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",94,True,125,uniform,0,44.721359549995796
True,557.0,2.716422583995154,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",95,True,125,uniform,0,44.721359549995796
True,559.0,2.7891338329936843,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",96,True,125,uniform,0,44.721359549995796
True,550.0,2.750059208017774,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",97,True,125,uniform,0,44.721359549995796
True,597.0,3.156671125005232,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",98,True,125,uniform,0,44.721359549995796
True,580.0,2.918435542000225,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",99,True,125,uniform,0,44.721359549995796
True,586.0,2.961818415991729,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",100,True,125,uniform,0,44.721359549995796
True,590.0,3.0181390419893432,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",101,True,125,uniform,0,44.721359549995796
True,615.0,3.2742610829882324,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",102,True,125,uniform,0,44.721359549995796
True,595.0,3.1305867500195745,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",103,True,125,uniform,0,44.721359549995796
True,597.0,3.1669292080041487,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",104,True,125,uniform,0,44.721359549995796
True,582.0,3.0727933750022203,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",105,True,125,uniform,0,44.721359549995796
True,584.0,2.976977334008552,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",106,True,125,uniform,0,44.721359549995796
True,566.0,2.939618458010955,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",107,True,125,uniform,0,44.721359549995796
True,593.0,3.036533917009365,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",108,True,125,uniform,0,44.721359549995796
True,583.0,3.129458625015104,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",109,True,125,uniform,0,44.721359549995796
True,619.0,3.7352282920037396,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",110,True,125,uniform,0,44.721359549995796
True,576.0,3.5158589589991607,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",111,True,125,uniform,0,44.721359549995796
True,691.0,4.4176558750041295,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",112,True,125,uniform,0,44.721359549995796
True,605.0,3.574000749998959,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",113,True,125,uniform,0,44.721359549995796
True,558.0,3.0889560830255505,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",114,True,125,uniform,0,44.721359549995796
True,610.0,3.4208915829949547,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",115,True,125,uniform,0,44.721359549995796
True,543.0,2.9040289999975357,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",116,True,125,uniform,0,44.721359549995796
True,489.0,2.4715120829932857,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",117,True,125,uniform,0,44.721359549995796
True,509.0,2.7155089170264546,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",118,True,125,uniform,0,44.721359549995796
True,510.0,2.5555074579897337,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",119,True,125,uniform,0,44.721359549995796
True,469.0,2.321394833998056,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",120,True,125,uniform,0,44.721359549995796
True,496.0,2.510622040979797,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",121,True,125,uniform,0,44.721359549995796
True,509.0,2.6501373749924824,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",122,True,125,uniform,0,44.721359549995796
True,491.0,2.623625209002057,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",123,True,125,uniform,0,44.721359549995796
True,446.0,1.9912706250033807,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",124,True,125,uniform,0,44.721359549995796
False,,1.6760181660065427,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",1,True,126,uniform,0,44.8998886412873
False,,1.5461477909993846,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",2,True,126,uniform,0,44.8998886412873
False,,4.151843917003134,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",3,True,126,uniform,0,44.8998886412873
False,,2.3023964159947354,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",4,True,126,uniform,0,44.8998886412873
False,,4.544493124994915,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",5,True,126,uniform,0,44.8998886412873
False,,5.868175332987448,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",6,True,126,uniform,0,44.8998886412873
False,,5.758605165989138,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",7,True,126,uniform,0,44.8998886412873
False,,4.525765416008653,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",8,True,126,uniform,0,44.8998886412873
False,,5.4342879579926375,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",9,True,126,uniform,0,44.8998886412873
True,1965.0,6.951007208001101,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",10,True,126,uniform,0,44.8998886412873
False,,4.879789124999661,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",11,True,126,uniform,0,44.8998886412873
False,,6.012917582993396,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",12,True,126,uniform,0,44.8998886412873
False,,6.914089541998692,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",13,True,126,uniform,0,44.8998886412873
False,,6.7454720420064405,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",14,True,126,uniform,0,44.8998886412873
True,1266.0,4.508948375005275,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",15,True,126,uniform,0,44.8998886412873
True,907.0,3.326639458013233,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",16,True,126,uniform,0,44.8998886412873
False,,7.334793916990748,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",17,True,126,uniform,0,44.8998886412873
True,829.0,3.007616834016517,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",18,True,126,uniform,0,44.8998886412873
True,1198.0,4.979828000010457,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",19,True,126,uniform,0,44.8998886412873
True,551.0,1.7167647919850424,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",20,True,126,uniform,0,44.8998886412873
True,1410.0,4.9221598749863915,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",21,True,126,uniform,0,44.8998886412873
True,580.0,1.756863082991913,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",22,True,126,uniform,0,44.8998886412873
True,563.0,1.6251947080017999,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",23,True,126,uniform,0,44.8998886412873
True,596.0,1.7421879169996828,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",24,True,126,uniform,0,44.8998886412873
True,617.0,1.9060752909863368,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",25,True,126,uniform,0,44.8998886412873
True,563.0,1.6549231249955483,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",26,True,126,uniform,0,44.8998886412873
True,992.0,3.9089337500045076,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",27,True,126,uniform,0,44.8998886412873
True,684.0,2.385616707993904,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",28,True,126,uniform,0,44.8998886412873
True,790.0,3.132376749999821,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",29,True,126,uniform,0,44.8998886412873
True,1165.0,4.203040416003205,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",30,True,126,uniform,0,44.8998886412873
True,872.0,3.3248514579900075,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",31,True,126,uniform,0,44.8998886412873
True,606.0,2.0749367079988588,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",32,True,126,uniform,0,44.8998886412873
True,653.0,2.2507278330158442,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",33,True,126,uniform,0,44.8998886412873
True,597.0,1.9560606250015553,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",34,True,126,uniform,0,44.8998886412873
True,834.0,3.2534517499734648,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",35,True,126,uniform,0,44.8998886412873
True,854.0,3.3556899999966845,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",36,True,126,uniform,0,44.8998886412873
True,587.0,1.9821460419916548,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",37,True,126,uniform,0,44.8998886412873
True,597.0,2.131545999989612,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",38,True,126,uniform,0,44.8998886412873
True,612.0,2.162048083002446,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",39,True,126,uniform,0,44.8998886412873
True,600.0,2.1191136660054326,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",40,True,126,uniform,0,44.8998886412873
True,594.0,2.122413208009675,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",41,True,126,uniform,0,44.8998886412873
True,955.0,3.318461707996903,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",42,True,126,uniform,0,44.8998886412873
True,566.0,1.9865599579934496,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",43,True,126,uniform,0,44.8998886412873
True,765.0,3.0266039169800933,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",44,True,126,uniform,0,44.8998886412873
True,705.0,2.875222375005251,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",45,True,126,uniform,0,44.8998886412873
True,642.0,2.5368995419994462,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",46,True,126,uniform,0,44.8998886412873
True,614.0,2.395474333985476,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",47,True,126,uniform,0,44.8998886412873
True,587.0,2.1729118340008426,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",48,True,126,uniform,0,44.8998886412873
True,614.0,2.378230416972656,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",49,True,126,uniform,0,44.8998886412873
True,573.0,2.1750968749984168,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",50,True,126,uniform,0,44.8998886412873
True,587.0,2.2118362500041258,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",51,True,126,uniform,0,44.8998886412873
True,635.0,2.702710666024359,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",52,True,126,uniform,0,44.8998886412873
True,595.0,2.4293459589825943,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",53,True,126,uniform,0,44.8998886412873
True,586.0,2.298778083000798,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",54,True,126,uniform,0,44.8998886412873
True,574.0,2.194694249978056,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",55,True,126,uniform,0,44.8998886412873
True,596.0,2.3308344169927295,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",56,True,126,uniform,0,44.8998886412873
True,589.0,2.3293620840122458,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",57,True,126,uniform,0,44.8998886412873
True,570.0,2.2214523750008084,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",58,True,126,uniform,0,44.8998886412873
True,619.0,2.517946625011973,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",59,True,126,uniform,0,44.8998886412873
True,639.0,2.7197236249921843,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",60,True,126,uniform,0,44.8998886412873
True,642.0,2.7484652499842923,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",61,True,126,uniform,0,44.8998886412873
True,602.0,2.5056701250141487,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",62,True,126,uniform,0,44.8998886412873
True,761.0,3.221047125000041,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",63,True,126,uniform,0,44.8998886412873
True,599.0,2.4803527499898337,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",64,True,126,uniform,0,44.8998886412873
True,570.0,2.272228540998185,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",65,True,126,uniform,0,44.8998886412873
True,576.0,2.3124890830076765,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",66,True,126,uniform,0,44.8998886412873
True,571.0,2.2641952080011833,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",67,True,126,uniform,0,44.8998886412873
True,654.0,2.920792791992426,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",68,True,126,uniform,0,44.8998886412873
True,879.0,3.3832495840033516,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",69,True,126,uniform,0,44.8998886412873
True,608.0,2.6288823329959996,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",70,True,126,uniform,0,44.8998886412873
True,626.0,2.8235819159890525,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",71,True,126,uniform,0,44.8998886412873
True,591.0,2.557835499988869,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",72,True,126,uniform,0,44.8998886412873
True,860.0,2.9098622919991612,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",73,True,126,uniform,0,44.8998886412873
True,599.0,2.6483855409896933,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",74,True,126,uniform,0,44.8998886412873
True,602.0,2.7016532919951715,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",75,True,126,uniform,0,44.8998886412873
True,606.0,2.6359487919835374,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",76,True,126,uniform,0,44.8998886412873
True,606.0,2.7294397500227205,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",77,True,126,uniform,0,44.8998886412873
True,607.0,2.7515588339883834,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",78,True,126,uniform,0,44.8998886412873
True,594.0,2.863303582998924,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",79,True,126,uniform,0,44.8998886412873
True,592.0,2.727872457995545,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",80,True,126,uniform,0,44.8998886412873
True,572.0,2.5825059170019813,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",81,True,126,uniform,0,44.8998886412873
True,573.0,2.5502858749823645,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",82,True,126,uniform,0,44.8998886412873
True,579.0,2.6125417500152253,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",83,True,126,uniform,0,44.8998886412873
True,554.0,2.4149437910236884,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",84,True,126,uniform,0,44.8998886412873
True,562.0,2.489111167000374,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",85,True,126,uniform,0,44.8998886412873
True,578.0,2.6746726669953205,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",86,True,126,uniform,0,44.8998886412873
True,588.0,2.744784250011435,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",87,True,126,uniform,0,44.8998886412873
True,569.0,2.511139792011818,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",88,True,126,uniform,0,44.8998886412873
True,608.0,2.852763333998155,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",89,True,126,uniform,0,44.8998886412873
True,570.0,2.534759792004479,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",90,True,126,uniform,0,44.8998886412873
True,605.0,2.9652072500030044,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",91,True,126,uniform,0,44.8998886412873
True,569.0,2.598075374990003,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",92,True,126,uniform,0,44.8998886412873
True,569.0,2.618147583998507,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",93,True,126,uniform,0,44.8998886412873
True,604.0,2.881004833005136,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",94,True,126,uniform,0,44.8998886412873
True,566.0,2.6059541249996983,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",95,True,126,uniform,0,44.8998886412873
True,550.0,2.52552520899917,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",96,True,126,uniform,0,44.8998886412873
True,575.0,2.699439792020712,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",97,True,126,uniform,0,44.8998886412873
True,599.0,2.923118874983629,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",98,True,126,uniform,0,44.8998886412873
True,626.0,3.137632666999707,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",99,True,126,uniform,0,44.8998886412873
True,588.0,2.844904708006652,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",100,True,126,uniform,0,44.8998886412873
True,558.0,2.6434557079919614,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",101,True,126,uniform,0,44.8998886412873
True,615.0,3.1402991249924526,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",102,True,126,uniform,0,44.8998886412873
True,554.0,2.476180416997522,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",103,True,126,uniform,0,44.8998886412873
True,552.0,2.58573604200501,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",104,True,126,uniform,0,44.8998886412873
True,521.0,2.34805425000377,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",105,True,126,uniform,0,44.8998886412873
True,537.0,2.4977732919796836,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",106,True,126,uniform,0,44.8998886412873
True,577.0,2.817449124995619,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",107,True,126,uniform,0,44.8998886412873
True,567.0,2.8167547500052024,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",108,True,126,uniform,0,44.8998886412873
True,516.0,2.3833000420127064,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",109,True,126,uniform,0,44.8998886412873
True,503.0,2.250474625005154,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",110,True,126,uniform,0,44.8998886412873
True,509.0,2.3587398329982534,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",111,True,126,uniform,0,44.8998886412873
True,523.0,2.646508208999876,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",112,True,126,uniform,0,44.8998886412873
True,510.0,2.3949655420146883,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",113,True,126,uniform,0,44.8998886412873
True,527.0,2.609904291020939,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",114,True,126,uniform,0,44.8998886412873
True,513.0,2.5766914160049055,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",115,True,126,uniform,0,44.8998886412873
True,554.0,2.663258707994828,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",116,True,126,uniform,0,44.8998886412873
True,567.0,2.8204418329987675,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",117,True,126,uniform,0,44.8998886412873
True,512.0,2.3766941250069067,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",118,True,126,uniform,0,44.8998886412873
True,501.0,2.3171664999972563,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",119,True,126,uniform,0,44.8998886412873
True,509.0,2.409206709009595,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",120,True,126,uniform,0,44.8998886412873
True,524.0,2.5578620830201544,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",121,True,126,uniform,0,44.8998886412873
True,515.0,2.453545458993176,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",122,True,126,uniform,0,44.8998886412873
True,535.0,2.6927511249959935,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",123,True,126,uniform,0,44.8998886412873
True,502.0,2.384248124988517,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",124,True,126,uniform,0,44.8998886412873
True,516.0,2.5275550419755746,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",125,True,126,uniform,0,44.8998886412873
False,,1.4817665000155102,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",1,True,127,uniform,0,45.077710678338576
False,,2.332667250011582,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",2,True,127,uniform,0,45.077710678338576
False,,1.97393545799423,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",3,True,127,uniform,0,45.077710678338576
False,,5.124856542010093,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",4,True,127,uniform,0,45.077710678338576
False,,4.176960459008114,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",5,True,127,uniform,0,45.077710678338576
False,,5.061286832991755,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",6,True,127,uniform,0,45.077710678338576
False,,5.104468249977799,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",7,True,127,uniform,0,45.077710678338576
False,,4.950577957992209,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",8,True,127,uniform,0,45.077710678338576
False,,6.221427499986021,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",9,True,127,uniform,0,45.077710678338576
False,,6.370616250002058,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",10,True,127,uniform,0,45.077710678338576
False,,7.743701500003226,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",11,True,127,uniform,0,45.077710678338576
False,,7.753908124985173,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",12,True,127,uniform,0,45.077710678338576
False,,5.322489415993914,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",13,True,127,uniform,0,45.077710678338576
False,,7.986689041019417,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",14,True,127,uniform,0,45.077710678338576
False,,7.74606354199932,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",15,True,127,uniform,0,45.077710678338576
True,597.0,1.6823500829923432,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",16,True,127,uniform,0,45.077710678338576
True,877.0,3.2874647910066415,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",17,True,127,uniform,0,45.077710678338576
True,949.0,3.7681591660075355,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",18,True,127,uniform,0,45.077710678338576
True,1052.0,3.982083042006707,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",19,True,127,uniform,0,45.077710678338576
True,1825.0,6.567440750019159,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",20,True,127,uniform,0,45.077710678338576
True,867.0,3.39025345898699,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",21,True,127,uniform,0,45.077710678338576
True,602.0,2.225081374985166,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",22,True,127,uniform,0,45.077710678338576
True,1619.0,7.445119165990036,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",23,True,127,uniform,0,45.077710678338576
True,544.0,1.824393292015884,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",24,True,127,uniform,0,45.077710678338576
True,557.0,1.7646293329889886,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",25,True,127,uniform,0,45.077710678338576
True,882.0,3.561591915989993,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",26,True,127,uniform,0,45.077710678338576
True,751.0,2.918852707982296,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",27,True,127,uniform,0,45.077710678338576
True,744.0,2.937978417001432,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",28,True,127,uniform,0,45.077710678338576
True,592.0,2.2458637499948964,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",29,True,127,uniform,0,45.077710678338576
True,508.0,1.690038957982324,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",30,True,127,uniform,0,45.077710678338576
True,556.0,2.014573291002307,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",31,True,127,uniform,0,45.077710678338576
True,581.0,2.035381249996135,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",32,True,127,uniform,0,45.077710678338576
