Success,Completion Steps,Wall Time (s),Drone Count,max_steps,boundary,clusters,dog_xy,k_nn,conditionally_apply_repulsion,N,spawn_type,seed,success_radius
True,547.0,1.7577537920151372,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",19,True,120,uniform,0,43.81780460041329
True,510.0,1.533684666006593,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",20,True,120,uniform,0,43.81780460041329
True,554.0,1.8055368339992128,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",21,True,120,uniform,0,43.81780460041329
True,538.0,1.6180155000183731,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",22,True,120,uniform,0,43.81780460041329
True,848.0,3.326581500004977,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",23,True,120,uniform,0,43.81780460041329
True,559.0,1.8711669580079615,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",24,True,120,uniform,0,43.81780460041329
True,564.0,2.0485219999973197,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",25,True,120,uniform,0,43.81780460041329
True,722.0,2.7410913339990657,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",26,True,120,uniform,0,43.81780460041329
True,811.0,3.0801170410122722,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",27,True,120,uniform,0,43.81780460041329
True,564.0,1.9995993750053458,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",28,True,120,uniform,0,43.81780460041329
True,746.0,2.861579167016316,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",29,True,120,uniform,0,43.81780460041329
True,616.0,2.1237420839897823,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",30,True,120,uniform,0,43.81780460041329
True,596.0,2.402929166011745,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",31,True,120,uniform,0,43.81780460041329
True,936.0,4.028388208011165,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",32,True,120,uniform,0,43.81780460041329
True,958.0,3.9576797500194516,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",33,True,120,uniform,0,43.81780460041329
True,583.0,2.0693726250028703,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",34,True,120,uniform,0,43.81780460041329
True,846.0,3.4582971670024563,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",35,True,120,uniform,0,43.81780460041329
True,586.0,1.9960337500087917,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",36,True,120,uniform,0,43.81780460041329
True,625.0,2.390894334006589,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",37,True,120,uniform,0,43.81780460041329
True,746.0,2.960091040993575,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",38,True,120,uniform,0,43.81780460041329
True,563.0,1.9971156249812339,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",39,True,120,uniform,0,43.81780460041329
True,785.0,3.2116367499984335,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",40,True,120,uniform,0,43.81780460041329
True,592.0,2.3973382920084987,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",41,True,120,uniform,0,43.81780460041329
True,735.0,3.308035333000589,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",42,True,120,uniform,0,43.81780460041329
True,752.0,3.502323292021174,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",43,True,120,uniform,0,43.81780460041329
True,661.0,2.7271060420025606,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",44,True,120,uniform,0,43.81780460041329
True,633.0,2.588385582988849,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",45,True,120,uniform,0,43.81780460041329
True,615.0,2.641290375002427,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",46,True,120,uniform,0,43.81780460041329
True,638.0,2.67623799998546,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",47,True,120,uniform,0,43.81780460041329
True,614.0,2.5071921659982763,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",48,True,120,uniform,0,43.81780460041329
True,753.0,3.2619544999906793,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",49,True,120,uniform,0,43.81780460041329
True,789.0,3.515493582992349,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",50,True,120,uniform,0,43.81780460041329
True,647.0,3.0581817500060424,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",51,True,120,uniform,0,43.81780460041329
True,694.0,2.003390625002794,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",52,True,120,uniform,0,43.81780460041329
True,603.0,2.6144315830024425,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",53,True,120,uniform,0,43.81780460041329
True,579.0,2.4558857909869403,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",54,True,120,uniform,0,43.81780460041329
True,635.0,2.7385473750182427,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",55,True,120,uniform,0,43.81780460041329
True,593.0,2.422256624995498,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",56,True,120,uniform,0,43.81780460041329
True,637.0,2.840965999988839,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",57,True,120,uniform,0,43.81780460041329
True,594.0,2.56947033299366,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",58,True,120,uniform,0,43.81780460041329
True,636.0,2.917637874983484,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",59,True,120,uniform,0,43.81780460041329
True,575.0,2.4385475419985596,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",60,True,120,uniform,0,43.81780460041329
True,612.0,2.734191583993379,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",61,True,120,uniform,0,43.81780460041329
True,599.0,2.660511750000296,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",62,True,120,uniform,0,43.81780460041329
True,598.0,2.6329864590079524,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",63,True,120,uniform,0,43.81780460041329
True,581.0,2.5846385830082,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",64,True,120,uniform,0,43.81780460041329
True,775.0,3.6485709580010734,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",65,True,120,uniform,0,43.81780460041329
True,617.0,2.6519862079876475,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",66,True,120,uniform,0,43.81780460041329
True,558.0,2.240577583987033,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",67,True,120,uniform,0,43.81780460041329
True,663.0,2.976428042020416,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",68,True,120,uniform,0,43.81780460041329
True,602.0,2.590987083996879,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",69,True,120,uniform,0,43.81780460041329
True,611.0,2.681785458000377,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",70,True,120,uniform,0,43.81780460041329
True,584.0,2.390982500015525,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",71,True,120,uniform,0,43.81780460041329
True,598.0,2.6445410839805845,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",72,True,120,uniform,0,43.81780460041329
True,615.0,2.7125264999922365,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",73,True,120,uniform,0,43.81780460041329
True,586.0,2.514476750016911,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",74,True,120,uniform,0,43.81780460041329
True,598.0,2.6899009170010686,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",75,True,120,uniform,0,43.81780460041329
True,596.0,2.6496834169956855,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",76,True,120,uniform,0,43.81780460041329
True,660.0,3.0902829589904286,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",77,True,120,uniform,0,43.81780460041329
True,583.0,2.636077583010774,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",78,True,120,uniform,0,43.81780460041329
True,591.0,2.613077166985022,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",79,True,120,uniform,0,43.81780460041329
True,594.0,2.6075143750058487,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",80,True,120,uniform,0,43.81780460041329
True,681.0,2.563146708998829,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",81,True,120,uniform,0,43.81780460041329
True,555.0,2.347622000001138,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",82,True,120,uniform,0,43.81780460041329
True,573.0,2.645591834007064,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",83,True,120,uniform,0,43.81780460041329
True,577.0,2.54192604200216,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",84,True,120,uniform,0,43.81780460041329
True,604.0,2.7186330830154475,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",85,True,120,uniform,0,43.81780460041329
True,575.0,2.5103990829957183,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",86,True,120,uniform,0,43.81780460041329
True,565.0,2.5034355000243522,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",87,True,120,uniform,0,43.81780460041329
True,809.0,3.0860145000042394,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",88,True,120,uniform,0,43.81780460041329
True,595.0,2.776554958021734,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",89,True,120,uniform,0,43.81780460041329
True,589.0,2.665637833008077,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",90,True,120,uniform,0,43.81780460041329
True,896.0,3.1281667499861214,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",91,True,120,uniform,0,43.81780460041329
True,569.0,2.6926196250133216,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",92,True,120,uniform,0,43.81780460041329
True,609.0,2.9575281249999534,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",93,True,120,uniform,0,43.81780460041329
True,565.0,2.5596478329971433,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",94,True,120,uniform,0,43.81780460041329
True,572.0,2.6241251669998746,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",95,True,120,uniform,0,43.81780460041329
True,598.0,2.901934875000734,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",96,True,120,uniform,0,43.81780460041329
True,627.0,3.099431333015673,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",97,True,120,uniform,0,43.81780460041329
True,623.0,3.1266464589862153,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",98,True,120,uniform,0,43.81780460041329
True,585.0,2.7964281250024214,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",99,True,120,uniform,0,43.81780460041329
True,605.0,3.0233353750081733,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",100,True,120,uniform,0,43.81780460041329
True,576.0,2.7288197499874514,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",101,True,120,uniform,0,43.81780460041329
True,554.0,2.528259375016205,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",102,True,120,uniform,0,43.81780460041329
True,586.0,2.941262000007555,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",103,True,120,uniform,0,43.81780460041329
True,616.0,3.076413542003138,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",104,True,120,uniform,0,43.81780460041329
True,581.0,2.8036169999977574,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",105,True,120,uniform,0,43.81780460041329
True,610.0,3.0754065419896506,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",106,True,120,uniform,0,43.81780460041329
True,608.0,3.1880590410146397,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",107,True,120,uniform,0,43.81780460041329
True,539.0,2.5828338749997783,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",108,True,120,uniform,0,43.81780460041329
True,651.0,3.3989294999919366,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",109,True,120,uniform,0,43.81780460041329
True,560.0,2.7208035420044325,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",110,True,120,uniform,0,43.81780460041329
True,558.0,2.687427958997432,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",111,True,120,uniform,0,43.81780460041329
True,556.0,2.6519358750083484,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",112,True,120,uniform,0,43.81780460041329
True,606.0,3.0977575829892885,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",113,True,120,uniform,0,43.81780460041329
True,608.0,3.1662762089981697,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",114,True,120,uniform,0,43.81780460041329
True,607.0,3.0776096250046976,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",115,True,120,uniform,0,43.81780460041329
True,567.0,2.9648386250191834,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",116,True,120,uniform,0,43.81780460041329
True,553.0,3.005895167007111,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",117,True,120,uniform,0,43.81780460041329
True,521.0,2.6076348749920726,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",118,True,120,uniform,0,43.81780460041329
True,594.0,3.248162708012387,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",119,True,120,uniform,0,43.81780460041329
False,,1.6015757909917738,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",1,True,121,uniform,0,44.0
False,,1.858226915996056,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",2,True,121,uniform,0,44.0
False,,3.5949192919943016,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",3,True,121,uniform,0,44.0
False,,2.7449718340067193,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",4,True,121,uniform,0,44.0
False,,5.355878458998632,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",5,True,121,uniform,0,44.0
False,,5.727174041996477,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",6,True,121,uniform,0,44.0
False,,5.462857666017953,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",7,True,121,uniform,0,44.0
False,,6.984061374998419,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",8,True,121,uniform,0,44.0
False,,5.684195375011768,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",9,True,121,uniform,0,44.0
False,,6.204048749990761,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",10,True,121,uniform,0,44.0
True,880.0,3.167109250003705,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",11,True,121,uniform,0,44.0
True,655.0,2.1895026249985676,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",12,True,121,uniform,0,44.0
True,1536.0,5.96938887500437,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",13,True,121,uniform,0,44.0
True,588.0,1.9670815829886124,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",14,True,121,uniform,0,44.0
True,1128.0,4.127493417006917,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",15,True,121,uniform,0,44.0
True,582.0,1.8946557500166818,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",16,True,121,uniform,0,44.0
True,532.0,1.7789976249914616,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",17,True,121,uniform,0,44.0
True,1336.0,5.614723583013983,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",18,True,121,uniform,0,44.0
True,584.0,2.0192647080111783,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",19,True,121,uniform,0,44.0
True,1826.0,7.453365124994889,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",20,True,121,uniform,0,44.0
True,687.0,2.601918416999979,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",21,True,121,uniform,0,44.0
True,1642.0,7.12444095799583,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",22,True,121,uniform,0,44.0
True,1395.0,6.415148540982045,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",23,True,121,uniform,0,44.0
True,557.0,1.9707850409904495,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",24,True,121,uniform,0,44.0
True,653.0,2.63019679201534,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",25,True,121,uniform,0,44.0
True,610.0,2.35057362500811,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",26,True,121,uniform,0,44.0
True,596.0,2.1554769999929704,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",27,True,121,uniform,0,44.0
True,565.0,2.0862673750089016,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",28,True,121,uniform,0,44.0
True,1063.0,4.807308500021463,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",29,True,121,uniform,0,44.0
True,544.0,2.019174707995262,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",30,True,121,uniform,0,44.0
True,852.0,3.7633369580144063,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",31,True,121,uniform,0,44.0
True,576.0,2.059604500012938,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",32,True,121,uniform,0,44.0
True,539.0,1.89923212499707,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",33,True,121,uniform,0,44.0
True,522.0,1.8642070409841835,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",34,True,121,uniform,0,44.0
True,528.0,1.900455166993197,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",35,True,121,uniform,0,44.0
True,600.0,2.3567022499919403,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",36,True,121,uniform,0,44.0
True,547.0,2.036809707991779,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",37,True,121,uniform,0,44.0
True,840.0,3.9444066249998286,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",38,True,121,uniform,0,44.0
True,540.0,2.0436824999924283,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",39,True,121,uniform,0,44.0
True,531.0,2.087528292002389,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",40,True,121,uniform,0,44.0
True,529.0,2.0788329580100253,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",41,True,121,uniform,0,44.0
True,633.0,2.5882997080043424,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",42,True,121,uniform,0,44.0
True,584.0,2.319256500020856,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",43,True,121,uniform,0,44.0
True,542.0,2.0301252499921247,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",44,True,121,uniform,0,44.0
True,792.0,3.5895482920168433,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",45,True,121,uniform,0,44.0
True,624.0,2.5102707500045653,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",46,True,121,uniform,0,44.0
True,737.0,3.223989292018814,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",47,True,121,uniform,0,44.0
True,609.0,2.5212957919866312,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",48,True,121,uniform,0,44.0
True,564.0,2.2834070840035565,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",49,True,121,uniform,0,44.0
True,642.0,2.6983942080114502,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",50,True,121,uniform,0,44.0
True,623.0,2.6513502089946996,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",51,True,121,uniform,0,44.0
True,603.0,2.5036229160032235,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",52,True,121,uniform,0,44.0
True,592.0,2.4768280000134837,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",53,True,121,uniform,0,44.0
True,612.0,2.634307708009146,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",54,True,121,uniform,0,44.0
True,576.0,2.427209082990885,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",55,True,121,uniform,0,44.0
True,697.0,3.1658530419808812,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",56,True,121,uniform,0,44.0
True,569.0,2.53705370798707,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",57,True,121,uniform,0,44.0
True,600.0,2.8315331249905284,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",58,True,121,uniform,0,44.0
True,529.0,2.199415457987925,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",59,True,121,uniform,0,44.0
True,748.0,3.616968124988489,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",60,True,121,uniform,0,44.0
True,591.0,2.6827164170099422,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",61,True,121,uniform,0,44.0
True,564.0,2.4778939170064405,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",62,True,121,uniform,0,44.0
True,550.0,2.4463657090091147,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",63,True,121,uniform,0,44.0
True,623.0,3.048263707984006,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",64,True,121,uniform,0,44.0
True,765.0,3.820122332981555,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",65,True,121,uniform,0,44.0
True,752.0,3.739979209000012,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",66,True,121,uniform,0,44.0
True,593.0,2.7881183339923155,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",67,True,121,uniform,0,44.0
True,572.0,2.7189543330168817,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",68,True,121,uniform,0,44.0
True,602.0,2.8727642500016373,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",69,True,121,uniform,0,44.0
True,600.0,2.7687974169966765,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",70,True,121,uniform,0,44.0
True,575.0,2.635660707979696,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",71,True,121,uniform,0,44.0
True,542.0,2.4322400839882903,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",72,True,121,uniform,0,44.0
True,577.0,2.6793180000095163,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",73,True,121,uniform,0,44.0
True,564.0,2.5393340830050875,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",74,True,121,uniform,0,44.0
True,567.0,2.6531272499996703,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",75,True,121,uniform,0,44.0
True,591.0,2.881772833992727,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",76,True,121,uniform,0,44.0
True,581.0,2.7566870840091724,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",77,True,121,uniform,0,44.0
True,583.0,2.735392500006128,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",78,True,121,uniform,0,44.0
True,564.0,2.632244750013342,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",79,True,121,uniform,0,44.0
True,563.0,2.600294292002218,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",80,True,121,uniform,0,44.0
True,562.0,2.696287666010903,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",81,True,121,uniform,0,44.0
True,558.0,2.6441512910241727,3,2000,none,3,"[[ 0  0]
 [ 0 50]
 [50  0]]",82,True,121,uniform,0,44.0
