Success,Completion Steps,Wall Time (s),max_steps,boundary,clusters,drone_xy,conditionally_apply_repulsion,N,spawn_type,seed,success_radius
True,1694.0,22.020351400016807,2000,none,3,[[-20 -35]],False,300,circle,8,69.2820323027551
True,782.0,9.94089729996631,2000,none,3,[[-20 -35]],False,300,circle,9,69.2820323027551
True,494.0,3.057876100006979,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,0,40.0
True,210.0,1.2956915000104345,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,1,40.0
True,573.0,3.600724900024943,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,2,40.0
True,332.0,2.212527700001374,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,3,40.0
True,158.0,0.9312784999492578,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,4,40.0
True,312.0,2.0510074999765493,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,5,40.0
True,712.0,4.463426099973731,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,6,40.0
True,1068.0,7.285290799976792,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,7,40.0
True,335.0,2.2211093999794684,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,8,40.0
True,534.0,3.5172174000181258,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,uniform,9,40.0
True,105.0,0.8175520999939181,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,0,40.0
True,1209.0,6.794306299998425,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,1,40.0
True,135.0,0.9627655999502167,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,2,40.0
True,114.0,0.8244845999870449,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,3,40.0
False,,9.935202099964954,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,4,40.0
True,105.0,0.8743656000006013,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,5,40.0
True,808.0,4.351316799991764,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,6,40.0
True,399.0,3.001741200045217,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,7,40.0
True,137.0,0.9968867999850772,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,8,40.0
True,99.0,0.7029113000025973,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,100,circle,9,40.0
True,197.0,1.8030904000042938,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,0,56.568542494923804
True,574.0,5.6201987999957055,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,1,56.568542494923804
True,1034.0,9.724439400015399,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,2,56.568542494923804
True,512.0,4.9712924000341445,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,3,56.568542494923804
False,,17.045843400002923,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,4,56.568542494923804
True,1097.0,10.40384039998753,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,5,56.568542494923804
True,331.0,3.0567164000240155,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,6,56.568542494923804
False,,20.81680969998706,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,7,56.568542494923804
True,1833.0,17.906617800006643,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,8,56.568542494923804
True,542.0,5.202011199959088,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,uniform,9,56.568542494923804
True,167.0,2.1294572000042535,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,0,56.568542494923804
True,1530.0,16.109862600045744,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,1,56.568542494923804
True,571.0,7.646088899986353,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,2,56.568542494923804
True,1517.0,20.759757000021636,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,3,56.568542494923804
False,,18.0828425999498,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,4,56.568542494923804
True,263.0,3.0345524000003934,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,5,56.568542494923804
True,553.0,4.5309716000338085,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,6,56.568542494923804
True,188.0,2.7419844000251032,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,7,56.568542494923804
False,,19.80301979999058,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,8,56.568542494923804
True,766.0,8.272166599985212,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,200,circle,9,56.568542494923804
True,806.0,8.056460400053766,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,0,69.2820323027551
True,1504.0,18.649684500007425,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,1,69.2820323027551
True,859.0,9.542778800008819,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,2,69.2820323027551
True,670.0,9.975685899960808,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,3,69.2820323027551
True,509.0,12.605593300017063,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,4,69.2820323027551
True,585.0,10.247087199997623,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,5,69.2820323027551
True,290.0,3.60859919997165,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,6,69.2820323027551
True,1316.0,15.556353299994953,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,7,69.2820323027551
True,1967.0,21.569419500010554,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,8,69.2820323027551
True,1479.0,15.161469299986493,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,uniform,9,69.2820323027551
True,953.0,9.047248199989554,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,0,69.2820323027551
False,,31.536779600020964,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,1,69.2820323027551
False,,27.896530399972107,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,2,69.2820323027551
True,678.0,13.118048300035298,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,3,69.2820323027551
True,507.0,8.912387199990917,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,4,69.2820323027551
True,677.0,9.526821200037375,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,5,69.2820323027551
True,731.0,12.942774199997075,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,6,69.2820323027551
False,,24.82796129997587,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,7,69.2820323027551
True,376.0,6.3972065999987535,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,8,69.2820323027551
True,763.0,8.001192099996842,2000,none,3,"[[-20 -35]
 [-20 -35]]",False,300,circle,9,69.2820323027551
True,365.0,2.1177895999862812,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,0,40.0
True,360.0,2.1411259000306018,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,1,40.0
True,1206.0,7.26072010002099,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,2,40.0
True,1690.0,10.007072299951687,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,3,40.0
True,402.0,2.461206600011792,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,4,40.0
True,1081.0,6.888802200031932,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,5,40.0
True,337.0,1.8398925000219606,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,6,40.0
True,905.0,5.3322763000032865,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,7,40.0
True,143.0,0.7761473000282422,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,8,40.0
True,270.0,1.451998399978038,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,uniform,9,40.0
True,88.0,0.6216584999929182,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,0,40.0
True,109.0,0.7644917000434361,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,1,40.0
True,87.0,0.6116489000269212,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,2,40.0
True,1583.0,11.268295800022315,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,3,40.0
False,,13.864415099960752,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,4,40.0
False,,15.31113769998774,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,5,40.0
True,1759.0,13.070155600027647,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,6,40.0
True,94.0,0.6718335000332445,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,7,40.0
True,102.0,0.7001096000312828,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,8,40.0
True,86.0,0.6129894000478089,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,100,circle,9,40.0
True,327.0,2.9071182000334375,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,0,56.568542494923804
True,993.0,9.470687000022735,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,1,56.568542494923804
False,,18.734562400029972,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,2,56.568542494923804
True,517.0,4.4701440000208095,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,3,56.568542494923804
True,938.0,8.251120799977798,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,4,56.568542494923804
True,1992.0,18.23580690001836,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,5,56.568542494923804
False,,18.906495100003667,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,6,56.568542494923804
True,1079.0,10.184244900010526,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,7,56.568542494923804
True,720.0,6.073338700050954,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,8,56.568542494923804
True,498.0,5.576711300003808,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,uniform,9,56.568542494923804
True,1806.0,14.900685900007375,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,0,56.568542494923804
True,107.0,1.4704098000074737,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,1,56.568542494923804
True,109.0,1.4885737000149675,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,2,56.568542494923804
True,123.0,1.7629271000041626,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,3,56.568542494923804
True,110.0,1.5085356999770738,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,4,56.568542494923804
True,100.0,1.4413142999983393,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,5,56.568542494923804
True,115.0,1.6058164000278339,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,6,56.568542494923804
False,,22.59226409997791,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,7,56.568542494923804
True,118.0,1.8831164000439458,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,8,56.568542494923804
True,124.0,1.8271711000124924,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,200,circle,9,56.568542494923804
True,978.0,13.26457759999903,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,0,69.2820323027551
True,1505.0,27.808970400015824,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,1,69.2820323027551
False,,41.43112520000432,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,2,69.2820323027551
True,1059.0,13.154739700024948,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,3,69.2820323027551
True,860.0,15.18676830001641,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,4,69.2820323027551
True,1131.0,14.86508610000601,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,5,69.2820323027551
True,648.0,8.672303300001658,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,6,69.2820323027551
True,1225.0,24.763008499983698,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,7,69.2820323027551
True,1286.0,17.649702200025786,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,8,69.2820323027551
False,,32.946550099994056,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,uniform,9,69.2820323027551
True,1122.0,17.77152579999529,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,0,69.2820323027551
True,329.0,7.009045100014191,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,1,69.2820323027551
True,460.0,9.341005499998573,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,2,69.2820323027551
True,153.0,3.3749715999583714,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,3,69.2820323027551
True,171.0,3.4564294000156224,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,4,69.2820323027551
True,287.0,5.977465800009668,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,5,69.2820323027551
True,350.0,7.3421181999729015,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,6,69.2820323027551
False,,38.01510230003623,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,7,69.2820323027551
True,140.0,2.8769970000139438,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,8,69.2820323027551
True,815.0,13.164700799970888,2000,none,3,"[[-20 -35]
 [-20 -35]
 [-20 -35]]",False,300,circle,9,69.2820323027551
